scenario_id,seed,num_requests,offered_load,burstiness,long_fraction,prompt_median,output_median,tenant_weight_skew,class_share_skew,slo_tightness,prediction_noise_sigma,kv_pressure_target,late_pressure,late_fraction,late_phase,max_active_sequences,step_token_budget,max_kv_tokens,fairness_pressure,service_heterogeneity,prefill_decode_pressure,kv_pressure,urgency_pressure,burst_pressure,high_fairness_pressure,high_service_heterogeneity,high_prefill_decode_pressure,high_kv_pressure,high_urgency_pressure,high_burst_pressure,n_elevated_mechanisms
joint_mm_0010,20260834,53,0.9565489220510267,0.999413824523049,0.6226415094339622,2129.0,135.0,2.5853729706232076,0.7223004014648803,0.6517387310279812,0.3350512297129824,0.8358253745096257,0.36231744727414694,0.22641509433962265,0.1810350650079321,4,512,29596,0.474864,0.559522,0.689623,0.553588,1.0,0.649619,False,False,True,False,True,True,3
joint_mm_0011,20260835,70,1.1380410785717159,0.6308908019514193,0.5857142857142857,779.5,344.0,1.2439849400047762,0.6083678643435187,2.1383297390647944,0.33729645339609,1.0496136725867302,0.8895734444726101,0.4142857142857143,0.23436733418595143,8,512,15176,0.068839,0.494459,0.812715,1.0,0.608225,0.410079,False,False,True,True,True,False,3
joint_mm_0012,20260836,41,1.1888729894046741,0.17038950822797005,0.3902439024390244,168.0,69.0,2.674974200023747,0.582388358747084,1.7020387454403276,0.10736943894139624,0.9481737952163894,0.7875310683435033,0.36585365853658536,0.5070068680324852,32,256,12326,0.434063,0.68464,0.58202,1.0,0.703524,0.460753,False,True,False,True,True,False,3
joint_mm_0013,20260837,71,1.2989842928711095,0.861339675171598,0.16901408450704225,312.0,315.0,2.5640608995177034,0.7311851267080155,1.1602292989170309,0.3078873815687224,1.0399709539588922,0.23783121462960155,0.18309859154929578,0.5278304851473933,32,256,23262,0.492899,0.393643,0.341811,1.0,1.0,0.909871,False,False,False,True,True,True,3
joint_mm_0014,20260838,60,1.3473890791043743,0.47781811745611147,0.6,1945.0,259.5,1.2920734524284097,0.7385028605264234,0.925296496284199,0.09742921446142795,1.326203993506571,0.7731489029694834,0.36666666666666664,0.46777634281159397,4,512,19643,0.083971,0.610451,0.9,0.834088,1.0,0.310582,False,True,True,True,True,False,4
joint_mm_0015,20260839,52,0.9086973011027928,0.07851527714480933,0.40384615384615385,153.0,82.0,4.753723979081454,0.4230590615194168,1.626725049832556,0.14662524405104227,0.5073478716322991,0.4330502490715389,0.25,0.2128025291734343,4,256,4817,1.0,0.936503,0.414952,0.464521,0.668945,0.051035,True,True,False,False,True,False,3
joint_mm_0016,20260840,44,1.0170853979635712,0.3249818457604635,0.5,173.5,121.5,2.812964964640248,0.5114212847835657,2.2715144767573694,0.0287873595848969,0.8222602638525767,0.5940342980354766,0.3181818181818182,0.23244886713038174,16,256,8541,0.504746,0.575535,0.517596,1.0,0.523435,0.211238,False,False,False,True,False,False,1
joint_mm_0017,20260841,62,1.3052875133921713,0.5416104412685931,0.46774193548387094,1620.0,60.5,3.6509571713589186,0.3474075439874079,2.289327272381448,0.12116692147871576,0.7986538876112921,0.029237544347942235,0.11290322580645161,0.22334917824052833,32,512,123087,0.684118,0.915526,0.519355,1.0,0.472518,0.702047,True,True,False,True,False,True,4
joint_mm_0018,20260842,41,1.098322867251839,0.06404610702145785,0.7317073170731707,794.0,282.0,2.6221464780764316,0.2564053072370409,1.3431784112163199,0.2821691934116957,1.1093215082096144,0.7711972239127005,0.36585365853658536,0.1146580334130205,4,1024,6160,0.519285,0.534584,0.668324,0.942857,0.789482,0.04163,False,False,True,True,True,False,3
joint_mm_0019,20260843,68,0.8132883304726513,0.897732029749087,0.5735294117647058,651.5,68.5,3.4486430029214956,0.5262646942431679,1.3681930055286462,0.06845566867658089,1.1353869517705366,0.49772453978470543,0.27941176470588236,0.612663086332721,8,1024,8168,0.621163,0.794811,0.511544,1.0,0.847213,0.583526,True,True,False,True,True,False,4
joint_mm_0020,20260844,62,1.303087990386584,0.9998406452318515,0.5483870967741935,320.0,181.0,2.1657806387627407,0.35374819929756646,1.970685755879459,0.11191107316740952,1.149914648150368,0.4658341879903213,0.25806451612903225,0.5495749018104731,4,256,5819,0.366657,0.621529,0.472119,0.912253,0.521798,0.649896,False,True,False,True,False,True,3
joint_mm_0021,20260845,70,0.8445354479787247,0.9755739784086572,0.17142857142857143,83.0,228.0,1.0587350329418383,0.5762444312559883,2.31719004080426,0.37360769286617346,1.3191287731014438,0.7217495800066479,0.35714285714285715,0.1336896221826131,8,512,1839,0.015523,0.5289,0.55506,1.0,0.524043,0.634123,False,False,False,True,False,True,2
joint_mm_0022,20260846,63,1.0306640696676759,0.2136417581613126,0.5555555555555556,1019.0,122.0,2.202546343088024,0.7046928004756375,1.5878648239547979,0.15641065333426385,1.0320670825772162,0.8463383530846529,0.3968253968253968,0.34193759394023715,16,512,18738,0.322111,0.782742,0.729445,1.0,0.754456,0.138867,False,True,True,True,True,False,4
joint_mm_0023,20260847,42,0.9641484613704724,0.5079473427264667,0.30952380952380953,523.5,152.5,2.5236877292629427,0.5512531465443273,0.7133291406453133,0.15507230207168998,0.9386880988286486,0.38292560572490864,0.23809523809523808,0.12129957529154446,16,512,31221,0.389992,0.628798,0.522154,1.0,1.0,0.330166,False,True,False,True,True,False,3
joint_mm_0024,20260848,58,0.8466130889782247,0.03147638651638751,0.5344827586206896,2845.0,51.5,2.8848759057774944,0.6229969108074327,1.471879375565034,0.4172828466678086,0.9571572862262142,0.42653823726927864,0.2413793103448276,0.2080195541978349,8,512,33857,0.519966,1.0,0.712069,0.967835,0.872899,0.02046,False,True,True,True,True,False,4
joint_mm_0025,20260849,61,0.7602182645635199,0.7006742560123614,0.32786885245901637,277.0,243.0,1.1603262365729612,0.34651971107133,0.8146501609207577,0.11689318076025403,0.8753867726079544,0.5687903709577952,0.29508196721311475,0.5615529346705961,32,512,25140,0.048295,0.461053,0.494063,1.0,1.0,0.455438,False,False,False,True,True,False,2
joint_mm_0026,20260850,51,1.2353644525972238,0.4673156332814544,0.5686274509803921,4096.0,67.0,2.9396778374529458,0.34080786612952596,1.4638489551982232,0.39986519287487016,0.8719286464718712,0.12227734704130544,0.13725490196078433,0.5213039994469854,16,256,56371,0.584756,0.494597,0.555882,1.0,0.710009,0.653755,False,False,False,True,True,True,3
joint_mm_0027,20260851,65,1.0100831835194075,0.6733990895971618,0.3384615384615385,1460.0,112.0,2.5117662214414427,0.361396869523009,0.73272010867576,0.2548008247032192,0.599417936341518,0.07324046985491084,0.12307692307692308,0.3679448300979109,8,256,47358,0.450623,0.628382,0.534615,0.691921,1.0,0.437709,False,True,False,True,True,False,3
joint_mm_0028,20260852,39,1.2466662395621013,0.2290970543108506,0.8974358974358975,359.0,371.0,3.0379765034242014,0.3206299577462438,0.8863383921198704,0.22284330932396015,1.128105658182665,0.008547751166461781,0.15384615384615385,0.2748956066564396,8,512,3112,0.646666,0.347139,0.279868,1.0,1.0,0.148913,True,False,False,True,True,False,3
joint_mm_0029,20260853,52,1.3234614282839883,0.10473045051329488,0.8076923076923077,779.5,512.0,2.2505375617611687,0.6346843524287966,1.010508360427978,0.2978360490207323,1.2711928129422045,0.439507655190846,0.25,0.2403564194990972,8,512,7655,0.366744,0.284837,0.481995,1.0,1.0,0.068075,False,False,False,True,True,False,2
joint_mm_0030,20260854,45,1.0202037226116984,0.7807449043022441,0.7777777777777778,1600.0,63.0,2.037585690857298,0.7350498536812688,1.5329808382146055,0.1263753499254686,0.850348604067588,0.32989399889900095,0.2222222222222222,0.6434516677682746,32,512,115604,0.308394,0.760882,0.67513,1.0,0.780418,0.857484,False,True,True,True,True,True,5
joint_mm_0031,20260855,43,0.8777417641569053,0.6868659649891803,0.4418604651162791,1357.0,121.0,1.2402395420741488,0.3729858526293625,2.2866214634173057,0.006854784400066438,0.9887279662520138,0.6206665867766445,0.32558139534883723,0.46538066524704025,8,512,24856,0.071932,0.863993,0.827939,1.0,0.474173,0.446463,False,True,True,True,False,False,3
joint_mm_0032,20260856,47,1.1872651555511662,0.897759877698459,0.7659574468085106,195.0,306.0,1.6534174468458305,0.26573657622146024,1.7583594218779823,0.24254515947127742,0.9411795214538246,0.28824005465730573,0.19148936170212766,0.45800774517972165,16,256,10990,0.213751,0.401867,0.342776,1.0,0.579464,0.583544,False,False,False,True,False,False,1
joint_mm_0033,20260857,49,1.0147962751673065,0.6100261733735414,0.42857142857142855,2195.0,305.0,1.0409817878934449,0.5095861449607735,2.0112371333927266,0.270716549253793,0.7268380154449143,0.7177570301880081,0.3469387755102041,0.46697394946051907,32,512,135248,0.010768,0.427132,0.870408,0.969123,0.602567,0.396517,False,False,True,True,True,False,3
joint_mm_0034,20260858,70,1.1489461552996816,0.6168631839343258,0.2857142857142857,122.5,249.0,1.1958199124663027,0.565219953194787,0.6789996180811412,0.3657617876312723,1.2290158643072688,0.30382980821547645,0.2,0.6585001507760644,16,256,5893,0.048955,0.503476,0.340195,1.0,1.0,0.400961,False,False,False,True,True,False,2
joint_mm_0035,20260859,60,0.768275362414252,0.687449282727267,0.26666666666666666,768.5,201.5,3.6186591763896674,0.40876485294165293,0.8462172010176728,0.1703515322638456,0.9127785964489602,0.21534016687059698,0.18333333333333332,0.3916656719075241,4,1024,16175,0.698309,0.528532,0.478472,0.782986,1.0,0.446842,True,False,False,True,True,False,3
joint_mm_0036,20260860,39,0.8077351741200083,0.42597784928928484,0.8205128205128205,603.0,141.0,2.705688218918679,0.6863810179376697,1.10458176712332,0.02090144512884447,0.4811911305993398,0.12300179089473928,0.15384615384615385,0.44507484820927823,4,512,8821,0.541228,0.502759,0.296164,0.350618,1.0,0.276886,False,False,False,False,True,False,1
joint_mm_0037,20260861,60,1.2314120572410852,0.3271211997369672,0.5833333333333334,927.0,76.5,2.3279000004251333,0.30071418909220066,1.6145910676166024,0.17162074022730403,0.7879770012736116,0.3502063739032597,0.21666666666666667,0.6869286349713251,16,256,62377,0.381771,0.586662,0.643696,1.0,0.653779,0.562629,False,False,True,True,True,False,3
joint_mm_0038,20260862,67,1.2238129816736665,0.7623741976892595,0.6716417910447762,2684.0,512.0,3.851114269563011,0.49274104638142996,1.9495760348632998,0.025333049786340645,0.6974373826344938,0.25432878414284354,0.19402985074626866,0.43795266548100187,8,512,49602,0.792567,0.301182,0.641045,0.660619,0.553004,0.495543,True,False,True,True,False,False,3
joint_mm_0039,20260863,69,1.210318434921071,0.4879615653725212,0.2028985507246377,131.0,224.0,3.0266384396128485,0.37801805113420933,1.4026614080551383,0.4193536073115991,1.2473080667547618,0.6006529939493781,0.30434782608695654,0.6554927754791181,8,512,2951,0.561731,0.589709,0.491026,1.0,0.873326,0.317175,False,False,False,True,True,False,2
joint_mm_0040,20260864,70,0.9514839818506493,0.2587750967930006,0.6714285714285714,2664.5,195.5,2.531580831013185,0.3981655629950817,2.2688941091947292,0.14938501050248987,0.7141114406106802,0.46784750343547055,0.2571428571428571,0.12896969397423935,8,256,49410,0.421185,0.645717,0.735714,0.663186,0.486721,0.168204,False,True,True,True,False,False,3
joint_mm_0041,20260865,48,1.177104809577234,0.2815623250470084,0.8125,4096.0,107.0,3.1518313284379347,0.6557542398416303,1.4101517755941013,0.21920064356979457,1.2850729856718348,0.6268379138216985,0.3125,0.5468058416840581,4,1024,24702,0.549165,0.672531,0.81875,0.663266,0.821134,0.183016,False,True,True,True,True,False,4
joint_mm_0042,20260866,71,1.2156528372804405,0.04353984159131208,0.2676056338028169,597.0,55.0,2.385047678953914,0.290998343095897,0.8472738303963082,0.4394644599103935,0.6916569394110391,0.8300776035291472,0.39436619718309857,0.705323216714318,16,1024,40823,0.39747,0.972542,0.75198,0.922225,1.0,0.378301,False,True,True,True,True,False,4
joint_mm_0043,20260867,65,0.9387342645130405,0.6226808866506857,0.46153846153846156,960.0,318.0,3.573272548999321,0.5209113367293294,0.7912123752826432,0.40404483832205773,0.7076457458491636,0.5780788552964325,0.3076923076923077,0.42180153712914903,8,512,31290,0.648267,0.572936,0.697054,0.943535,1.0,0.404743,True,False,True,True,True,False,4
joint_mm_0044,20260868,58,1.15748398741356,0.6794831409209412,0.6206896551724138,1127.0,132.0,1.3729356393400138,0.7155032098867119,2.2241861232554565,0.2585112520582233,1.2332719842694733,0.15488557118560287,0.15517241379310345,0.42988961186549646,32,1024,33168,0.099664,0.727272,0.366888,1.0,0.500449,0.791664,False,True,False,True,False,True,3
joint_mm_0045,20260869,55,0.9474866588667918,0.1016373696105426,0.12727272727272726,1617.0,194.0,3.920245203454719,0.36240605471830767,0.7498981313948323,0.34348229989429496,1.0628426801103505,0.5041883635732776,0.2727272727272727,0.3103278014725781,16,512,46245,0.789794,0.482696,0.759091,1.0,1.0,0.066064,True,False,True,True,True,False,4
joint_mm_0046,20260870,51,0.7871151374401358,0.8986105917684675,0.803921568627451,778.0,287.0,4.6262178900418,0.682982609044491,1.3514945794047288,0.26008637585200717,1.1393503805002527,0.5075785216417854,0.27450980392156865,0.2959573934922317,16,512,40844,1.0,0.447519,0.629746,1.0,0.876838,0.584097,True,False,True,True,True,False,4
joint_mm_0047,20260871,49,1.314907755253897,0.5889219985978283,0.4489795918367347,2008.0,176.0,2.1055486036732827,0.6435032358018222,2.3094976735936728,0.018730650827784717,0.735989979215101,0.26605952412534384,0.1836734693877551,0.40290402590156305,32,1024,133567,0.30741,0.670615,0.62551,0.98132,0.495389,0.732799,False,True,True,True,False,True,4
joint_mm_0048,20260872,38,0.7699902460898463,0.4616638647113799,0.3157894736842105,110.5,213.5,1.0796492677755465,0.412997224906423,1.6357284966320043,0.42947895668546593,0.7642481178642073,0.2303583530779919,0.18421052631578946,0.2389316443989419,32,256,14897,0.023056,0.53372,0.308039,1.0,0.712022,0.300082,False,False,False,True,True,False,2
joint_mm_0049,20260873,45,1.2986993482198486,0.819214279683495,0.5777777777777777,1628.0,76.0,1.1756424286360454,0.6770924471194579,1.8455678018012485,0.29243365893982665,0.6633951775692393,0.08664884888323976,0.13333333333333333,0.23159016743213134,16,1024,74091,0.044399,0.489549,0.55,0.884534,0.638994,0.882489,False,False,False,True,True,True,3
joint_mm_0050,20260874,65,1.1122070702527427,0.7538381848969384,0.7692307692307693,719.0,472.0,2.2341144055094486,0.26903491187662915,1.2976340020088664,0.2221627483238279,1.1508286817772886,0.7982076449042803,0.38461538461538464,0.7090504648325321,4,1024,11113,0.382101,0.422719,0.721947,0.722037,0.868586,0.489995,False,False,True,True,True,False,3
joint_mm_0051,20260875,38,1.0448538148263142,0.09603049521163509,0.631578947368421,567.5,131.5,4.071813105670199,0.35159191966225345,1.3270072935987023,0.12896721640776432,1.332980461064393,0.541839178466821,0.2894736842105263,0.27856558066080356,4,1024,5815,0.909418,0.68484,0.583443,1.0,0.80669,0.06242,True,True,False,True,True,False,4
joint_mm_0052,20260876,61,1.0598274040958593,0.9238283446641333,0.7213114754098361,321.0,390.0,1.3489868728625145,0.32556503759257277,2.227058602398801,0.35117193561806487,0.6737753971086823,0.8605838440363425,0.39344262295081966,0.5009989214618553,4,512,8805,0.102265,0.409324,0.661001,0.473822,0.503424,0.600488,False,False,True,False,False,True,2
joint_mm_0053,20260877,47,0.8520430188643953,0.06674495086881693,0.2978723404255319,180.0,102.0,2.2219259470638075,0.6747180046483148,2.314032471174069,0.30934337701892206,1.1160774530859938,0.7715872928114865,0.3617021276595745,0.22321556358946154,8,1024,4667,0.33473,0.735903,0.589764,1.0,0.54402,0.043384,False,True,False,True,False,False,2
joint_mm_0054,20260878,57,1.1526733052660494,0.82980086465483,0.38596491228070173,152.0,175.0,1.2037878609129051,0.6780161376013129,2.3785882840597816,0.4393665088807371,0.5907160803265111,0.6210790788220543,0.3157894736842105,0.15483394648300947,4,512,7053,0.063907,0.692298,0.529226,0.487282,0.5706,0.539371,False,True,False,False,False,False,1
joint_mm_0055,20260879,57,0.8066625465433428,0.7109600316993973,0.21052631578947367,1157.0,70.0,3.879430186850076,0.7093469246997655,1.4476223738223872,0.3748749194591069,0.9265275427579055,0.7604620616010199,0.3684210526315789,0.279433359874634,16,256,52738,0.89035,0.627281,0.836152,1.0,0.92632,0.462124,True,True,True,True,True,False,5
joint_mm_0056,20260880,66,0.9711067714210757,0.13064259232944608,0.24242424242424243,558.0,174.5,3.319348759316037,0.7263624233896484,2.1051164298346063,0.03798355436931389,1.279067681206607,0.9845541186576399,0.4393939393939394,0.6150473607897181,8,512,12944,0.773116,0.66722,0.81542,1.0,0.620458,0.084918,True,True,True,True,True,False,5
joint_mm_0057,20260881,59,1.302178412009395,0.5938667119621415,0.4576271186440678,708.0,56.0,2.7941727213786156,0.4700378487036301,1.3643764445003361,0.048272929137354696,1.2483004580549513,0.4754158918336717,0.2711864406779661,0.5036734098011972,8,256,16921,0.459947,0.637779,0.680021,1.0,0.826234,0.386013,False,True,True,True,True,False,4
joint_mm_0058,20260882,60,1.346318222459914,0.4931184288622945,0.8333333333333334,4096.0,512.0,3.1261193025316825,0.4965661345669782,0.8274115248486366,0.13967377647677148,1.2511931791280595,0.7150978233304637,0.35,0.543819212520463,32,512,78568,0.558106,0.252046,0.875,1.0,1.0,0.320527,False,False,True,True,True,False,3
joint_mm_0059,20260883,54,1.091590844304212,0.8805704650955205,0.5555555555555556,3232.5,87.5,1.7655485691535486,0.5767339074920068,1.1174445386070953,0.14322087487828475,1.0779975108750506,0.08794946772560797,0.12962962962962962,0.5496981301210874,8,512,26568,0.198476,0.714827,0.544444,1.0,0.991916,0.572371,False,True,False,True,True,False,3
joint_mm_0060,20260884,55,1.0715460515829736,0.3816753899891304,0.41818181818181815,404.0,356.0,4.1915028594491295,0.4534956277497567,1.0851131416233568,0.23411038669793816,1.2349087858813612,0.9293875812929937,0.41818181818181815,0.6730855870259835,8,512,7242,0.877663,0.481493,0.725915,1.0,1.0,0.248089,True,False,True,True,True,False,4
joint_mm_0061,20260885,56,1.2206359010121557,0.3329773741020877,0.7857142857142857,2472.0,265.5,4.246814834592588,0.2835445399036579,1.7435858918388552,0.08273034374558297,1.3100151778424554,0.4143721095126055,0.25,0.5474339185688124,8,512,19669,1.0,0.534626,0.682874,1.0,0.602956,0.216435,True,False,True,True,True,False,4
joint_mm_0062,20260886,53,0.7909676227564391,0.6800743820908064,0.39622641509433965,1342.0,290.0,4.405977662791206,0.3066554041681395,1.5037315531489939,0.05646356802929805,0.9926731950566976,0.6327428449257094,0.32075471698113206,0.5968160751057296,32,256,99029,0.988055,0.479036,0.831132,1.0,0.722787,0.442048,True,False,True,True,True,False,4
joint_mm_0063,20260887,49,1.1340110935677705,0.6931892315757713,0.20408163265306123,474.0,81.0,3.230917981606016,0.6248337765684358,1.0988492905847904,0.10228464756454052,0.5724099279594626,0.46871785885630846,0.2653061224489796,0.4280506047241821,16,1024,39005,0.597567,0.77555,0.531619,0.763225,1.0,0.800573,False,True,False,True,True,True,4
joint_mm_0064,20260888,51,1.0414487877830632,0.026566006591456137,0.39215686274509803,816.0,81.0,3.491459658262035,0.547219616016611,1.6386209932272193,0.10849977280444281,1.1178818487888222,0.6850902447038103,0.3333333333333333,0.1825915209947631,8,512,15570,0.677824,1.0,0.706787,1.0,0.725392,0.017268,True,True,True,True,True,False,5
joint_mm_0065,20260889,37,1.2836206033826811,0.9495435357407486,0.43243243243243246,3474.0,401.0,1.6399414556072365,0.47061743218015833,1.9435922837563724,0.3401674534575442,0.7226780159896203,0.7700901230780541,0.3783783783783784,0.6542393735921175,4,1024,29883,0.166471,0.409457,0.917568,0.548272,0.663735,0.617203,False,False,True,False,True,True,3
joint_mm_0066,20260890,39,1.3125513920115484,0.6584230628048403,0.7692307692307693,798.0,351.0,1.4147318470487835,0.7462902503138877,0.9277800107539039,0.08552236886709684,0.9347944933791215,0.32047246242875316,0.20512820512820512,0.36556346718401744,8,256,9554,0.128939,0.422372,0.422203,1.0,1.0,0.427975,False,False,False,True,True,False,2
joint_mm_0067,20260891,39,1.0993896799285012,0.15419711638063582,0.5384615384615384,736.0,117.0,1.7658682517641155,0.4986316465310889,0.7519880534734616,0.40945712551569735,0.4465543615017513,0.1276849535797504,0.15384615384615385,0.5995491765507672,32,1024,146357,0.198831,0.806068,0.450006,0.59541,1.0,0.450228,False,True,False,False,True,False,2
joint_mm_0068,20260892,42,0.9764720634261876,0.3017546582712364,0.5,381.5,54.5,3.2247804574101395,0.33674675387985314,2.3598249164321614,0.41061540112850714,1.3371551538843782,0.3239482318888228,0.21428571428571427,0.19229227069962013,8,1024,7183,0.701865,0.689499,0.437802,1.0,0.489269,0.196141,True,True,False,True,False,False,3
joint_mm_0069,20260893,61,1.2134300447790656,0.16486749213379048,0.32786885245901637,252.0,128.0,3.182580488330702,0.6120875120488716,1.9164422034020578,0.023979633621973306,0.4579373409693511,0.8125132038619246,0.3770491803278688,0.5275822862862158,8,512,15395,0.585898,0.761827,0.641111,0.610588,0.620512,0.107164,False,True,True,True,True,False,4
joint_mm_0070,20260894,40,0.7644469147307119,0.620485075058862,0.25,142.5,53.0,1.061402851720028,0.3795286748816351,1.5162911004337287,0.2391088125825571,0.8794741277011703,0.540019305056791,0.3,0.2605101709935257,8,512,2731,0.015734,0.78301,0.480275,1.0,0.813828,0.403315,False,True,False,True,True,False,3
joint_mm_0071,20260895,40,1.250680334477865,0.2778998552138915,0.85,846.5,355.5,1.1547403503227118,0.6135504141340498,1.590317213672841,0.11833600288254262,0.7563866809594701,0.9786278276446605,0.45,0.12811120842480944,4,512,10557,0.038685,0.349788,0.81189,0.619797,0.701413,0.180635,False,False,True,True,True,False,3
joint_mm_0072,20260896,36,0.8936745681117184,0.854111431260822,0.4722222222222222,1450.5,79.5,2.0766433004495877,0.42276892273660444,2.226811713799041,0.21137135485250644,1.0479704861401522,0.023478887181363817,0.16666666666666666,0.41180318886101375,16,512,46902,0.291591,0.915852,0.6,1.0,0.523454,0.905172,False,True,True,True,False,True,4
joint_mm_0073,20260897,60,1.3296695183430194,0.7935269088395579,0.5166666666666667,828.0,62.0,2.3804028837291837,0.39373309027542,2.390236414879075,0.11468562643792067,0.8336826401213071,0.409892130699245,0.25,0.47799432369594785,8,512,23914,0.396866,0.838438,0.592028,1.0,0.455844,0.865792,False,True,False,True,False,True,3
joint_mm_0074,20260898,36,0.7603833227030828,0.7794407915913407,0.5833333333333334,775.0,56.5,1.5868339029975334,0.587577191936368,1.394961392421688,0.41292067536709787,0.9583521636363246,0.2699264126285409,0.19444444444444445,0.5420642126856428,32,512,48558,0.158934,0.572822,0.432188,1.0,0.857054,0.856637,False,False,False,True,True,True,3
joint_mm_0075,20260899,68,1.1161778388761276,0.4568069177102687,0.22058823529411764,263.0,189.5,1.4172509506842734,0.681618413714931,2.304208121970631,0.3440305851859576,1.1977318435627988,0.14430626356301757,0.14705882352941177,0.6804575013932055,16,1024,9624,0.127323,0.687789,0.283974,1.0,0.541507,0.296924,False,True,False,True,False,False,2
joint_mm_0076,20260900,37,1.2086970275157345,0.08024108637229022,0.2972972972972973,140.0,149.0,2.2649291337914383,0.7089768458285375,0.8012987855972269,0.045456572971660496,0.7082553717780798,0.33363288580368333,0.21621621621621623,0.16884975116230796,4,256,3447,0.380333,0.767695,0.363904,0.944589,1.0,0.052157,False,True,False,True,True,False,3
joint_mm_0077,20260901,70,0.9715898968273134,0.06925136745858251,0.5857142857142857,986.5,497.0,3.5366281931658756,0.26924193348243247,2.3322374697594306,0.34959173482954914,0.8274885485943065,0.4856845721389532,0.2714285714285714,0.18496905699599886,8,512,16655,0.815345,0.336877,0.553727,0.919412,0.472503,0.045013,True,False,False,True,False,False,2
joint_mm_0078,20260902,62,0.8447223511896346,0.5219294976921327,0.0967741935483871,986.5,66.5,1.8845660049569064,0.6195239992180728,0.9828079696437064,0.06527834924569041,0.7397496223712599,0.997239993872894,0.45161290322580644,0.6562918036754993,8,1024,29526,0.253243,1.0,0.924462,0.986358,1.0,0.339254,False,True,True,True,True,False,4
