active_binding,active_pressure,axis,condition_id,decision_step,decision_time,fresh_window_id,kv_binding,kv_pressure,latency_outcomes_used_for_regime_selection,live_state_fingerprint,n_unique_non_sbs_actions,p6_policies_with_non_sbs_action,queue_pressure,regime_roles,sbs_canonical_action_hash,source_record_id_end,source_record_id_start,state_id,unique_non_sbs_canonical_action_hashes,window_index,workload
0,0.75,active_sequence_capacity,active_4,2676,2.676,azure_2023_code::w7,0,0.000198375,False,5cdb6a20012a0ebb80885aafdf28c5fc3984302adce591e40cc5542c13cc7c08,2,"chunked_prefill_small,full_prefill,least_laxity_first",3,strongest-valid,f190ca7f1f6126b0adb073fe1282dd47a563a7d0033ec2534e7d8534312cc395,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2676,"[""19bea97f52fc2c6f37531960b60798986e4f424f753b41e2755b199518887162"", ""6cc9ab7cba80c93b63bd5112565b33b625d1b715af051c6a8f07c3c8a85dc3dc""]",7,azure_2023_code
0,0.75,active_sequence_capacity,active_4,2683,2.6830000000000003,azure_2023_code::w7,0,0.00028475,False,4f7533728a8073131f5d017483eb594b603bbd932bddefbe1ffde35fd6e4a66c,1,least_laxity_first,2,strongest-valid,6cc9ab7cba80c93b63bd5112565b33b625d1b715af051c6a8f07c3c8a85dc3dc,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2683,"[""19bea97f52fc2c6f37531960b60798986e4f424f753b41e2755b199518887162""]",7,azure_2023_code
0,0.75,active_sequence_capacity,active_4,2771,2.771,azure_2023_code::w7,0,0.0004285,False,d3ecf161d3978f584b31e6acbecca362a290197c7aaf2677b05663a5095caa7e,2,"chunked_prefill_small,full_prefill,least_laxity_first",9,strongest-valid,25662c201af5427c65bf7b56d80163ddbdb1c96337e9ec84697faa26abef10ff,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2771,"[""56329a3de17abe38de289304f0be721e8d30f7fcadbd2bef526eb846575a1578"", ""8b5e9925b0f0ddf7673e86a220bb94af2a06e684fb05ca85473e8cc7524eb2bc""]",7,azure_2023_code
0,0.5,active_sequence_capacity,active_4,2776,2.7760000000000002,azure_2023_code::w7,0,0.000171625,False,2efff23ee7b95a76bfa368361d457507f82aa6baae61b28e003134bb90d11b7d,2,"chunked_prefill_small,full_prefill,least_laxity_first",8,strongest-valid,0a4a3ce3971f8f4a976b4fa2a37351cee06ec45a5b93c0c56a0f68cf9828344c,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2776,"[""1cd8e02804b30de8830d0bd7e725ebb0d1323a4f4949e120a5d2d72534ebba5b"", ""685179287b38c7871183d986d1b2be0c0f8322093c8b02a1beacb1a44515e7dd""]",7,azure_2023_code
0,0.75,active_sequence_capacity,active_4,2778,2.778,azure_2023_code::w7,0,0.000171375,False,aefe43a382dc8270f1468d994ca11a642939bf506111058df021963e2068f4ae,1,least_laxity_first,6,strongest-valid,8b5e9925b0f0ddf7673e86a220bb94af2a06e684fb05ca85473e8cc7524eb2bc,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2778,"[""56329a3de17abe38de289304f0be721e8d30f7fcadbd2bef526eb846575a1578""]",7,azure_2023_code
0,0.75,active_sequence_capacity,active_4,2785,2.785,azure_2023_code::w7,0,0.0004105,False,ce40ffaf27089f3a67fbb3079a4c5613bd46fb01c6f8b7cbe99c48dc5f97e3d3,2,"chunked_prefill_small,full_prefill,least_laxity_first",5,strongest-valid,d829b5b6114d1c6b03aa52bd332f64832ab462242f3491e57689d674a5188291,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2785,"[""56329a3de17abe38de289304f0be721e8d30f7fcadbd2bef526eb846575a1578"", ""a615042ae6c94a838501167c3df2a0090489ef5868fef550a168c2ae05d2d438""]",7,azure_2023_code
0,0.75,active_sequence_capacity,active_4,2788,2.7880000000000003,azure_2023_code::w7,0,0.000461,False,2ad758565cc088c67712a11a6de37e54b4ebface11baff086cb8e9739ed056d0,2,"chunked_prefill_small,full_prefill,least_laxity_first",4,strongest-valid,199ca82629b302397f9637bbff0008c97312e0ea931d75ba66ccecd132af843a,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2788,"[""56329a3de17abe38de289304f0be721e8d30f7fcadbd2bef526eb846575a1578"", ""a615042ae6c94a838501167c3df2a0090489ef5868fef550a168c2ae05d2d438""]",7,azure_2023_code
0,0.75,active_sequence_capacity,active_4,2798,2.798,azure_2023_code::w7,0,0.000538375,False,c537df56a8849d9ea1525efb84ee59643ee68daab6fb6b5fce6d34c25d438821,2,"chunked_prefill_small,full_prefill,least_laxity_first",3,strongest-valid,e651cf1854782b8608ea2725ae9803c4698ce33ff554a05d48d57df70a8f242b,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2798,"[""56329a3de17abe38de289304f0be721e8d30f7fcadbd2bef526eb846575a1578"", ""a615042ae6c94a838501167c3df2a0090489ef5868fef550a168c2ae05d2d438""]",7,azure_2023_code
0,0.75,active_sequence_capacity,active_4,2801,2.801,azure_2023_code::w7,0,0.00058975,False,b4703ca5f15ffb353cb5772a3898c676350483c53c7453f15e255dba0535b7bd,1,least_laxity_first,2,strongest-valid,a615042ae6c94a838501167c3df2a0090489ef5868fef550a168c2ae05d2d438,1599,1400,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w7::faithful::active_4::step2801,"[""56329a3de17abe38de289304f0be721e8d30f7fcadbd2bef526eb846575a1578""]",7,azure_2023_code
0,0.75,active_sequence_capacity,active_4,545,0.545,azure_2023_code::w11,0,0.000519375,False,c4e87f27e077d3d362225ac975350b07787118db6884239520e527ecfa462b4c,1,"chunked_prefill_small,full_prefill,least_laxity_first",4,strongest-valid,8ddfe5eaee5e494459c42e325205e109b6767251d1547fc551bc01e079cd9157,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step545,"[""9f0b896f3edebfbfbc0b6b36cb8f86d3686a90d043083864eeca462da0505481""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,554,0.554,azure_2023_code::w11,0,0.00041025,False,382a3e18a5ffb5e33768aeaffa6435b98c50f699021725d72f1169c8576edc87,1,"chunked_prefill_small,full_prefill,least_laxity_first",3,strongest-valid,cf70d3fe3b94d09161c1adf85477b56a5a5b4dbc25e89afe6ce4419f8f44a459,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step554,"[""9f0b896f3edebfbfbc0b6b36cb8f86d3686a90d043083864eeca462da0505481""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,578,0.578,azure_2023_code::w11,0,0.00041925,False,7c107a1d55bbe7c60a4dc6307c875d02e817d955b610c9db6c57a6df3d12a18c,1,"chunked_prefill_small,full_prefill,least_laxity_first",2,strongest-valid,f914228f9ae453490d74df0c1c11b7945658248e3b6704031db02b7d07f69fe0,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step578,"[""9f0b896f3edebfbfbc0b6b36cb8f86d3686a90d043083864eeca462da0505481""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,608,0.608,azure_2023_code::w11,0,0.001568,False,2d0b0a35f380f7c4b15d4a6d438a84e6ae9a87889019e0968f9c039cecc88792,1,"chunked_prefill_small,full_prefill,least_laxity_first",3,strongest-valid,5c5fe738431b17911027824bad41319cb78e79432c82c65f1dc49e98a372a050,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step608,"[""2f02fae541008141cab7a20815285ad4e40f3fbb310f74e7102c4e5b00ec060c""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,636,0.636,azure_2023_code::w11,0,0.001539625,False,8e8f63d3f4c48cfcd6bb3ab6487561e595d776e01febf37fc808b06c973c48c5,1,least_laxity_first,2,strongest-valid,a723a4bc6825561cff1c87c84e2eb1969068a99a97d465c084f206ea11979f1c,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step636,"[""bd022e84eb45ac05a64278cd1150e5c7b9d8ced81317231eea26e29e85b93a87""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,646,0.646,azure_2023_code::w11,0,0.00131225,False,aefc709e418322f06fab17ee362da7ae0f1da09d6f97f0f1a5dc4af0508bf1bc,2,"chunked_prefill_small,full_prefill,least_laxity_first",6,strongest-valid,91190b9b8363c67b376eae47716f6e344da73d3be1379232ca721689136467d9,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step646,"[""3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29"", ""ff25786f2179097826268850cc81c49242c615f0a133869b398998973342d60f""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,653,0.653,azure_2023_code::w11,0,0.001218125,False,98550e4b1c00e98a9146d9741fb033930d37d03aefc61009bf25e6f68ffe77a3,2,"chunked_prefill_small,full_prefill,least_laxity_first",5,strongest-valid,d65d34946998328489ae6802c1f781524494f36026b730208ac03e9f3ceba282,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step653,"[""3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29"", ""ff25786f2179097826268850cc81c49242c615f0a133869b398998973342d60f""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,660,0.66,azure_2023_code::w11,0,0.00122075,False,5c5a8d5b5c14b99ab2aa947caff3a58cc435eacccd1570c8e8769f46a0f78f6d,2,"chunked_prefill_small,full_prefill,least_laxity_first",4,strongest-valid,0def93c0112572cb1c25d28680aae3edcd094e18adfe35163e8d02ce31d9fac2,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step660,"[""3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29"", ""ff25786f2179097826268850cc81c49242c615f0a133869b398998973342d60f""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,671,0.671,azure_2023_code::w11,0,0.001224875,False,06338362e988b83ad0083c2151724c04019465528d21e8a030f81c124bcaa1f1,2,"estimated_service_time_first,least_laxity_first,weighted_fair_share",3,strongest-valid,ff25786f2179097826268850cc81c49242c615f0a133869b398998973342d60f,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step671,"[""3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29"", ""6701049e9f80af39a24a0ac6fe8aeb8323994cb0e31b3965d0f629bc8bed688f""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,686,0.686,azure_2023_code::w11,0,0.000421625,False,043576c1ac859d6740d33a7530a4e2ff6f33e9f00c8df0f7f9d65bc35866bfdd,1,least_laxity_first,2,strongest-valid,6701049e9f80af39a24a0ac6fe8aeb8323994cb0e31b3965d0f629bc8bed688f,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step686,"[""3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,750,0.75,azure_2023_code::w11,0,0.000928625,False,8e2de5236a283891c2a5676b33ecdeca955e92cd60cae69faa6b27c1c7f8f8bf,2,"chunked_prefill_small,full_prefill,least_laxity_first",4,strongest-valid,f45d6307cb6cd010213b08aa2d60eb61645cb664b0fb70a20b881a5b1e94ab54,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step750,"[""09170a105dc2c8b3fbd6099039f2a0848e5e7f6fe15d4e7a86b82b49f7c5d0fd"", ""f83d8c6ee3ac9825ddf014615df0e01b95eda3f7cc1c400689047fb386f9374d""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,759,0.759,azure_2023_code::w11,0,0.0008355,False,bc18af4909dc0b7341591fc2082f86defedc920fff63843eb10a40ceb8ffc816,1,least_laxity_first,3,strongest-valid,f83d8c6ee3ac9825ddf014615df0e01b95eda3f7cc1c400689047fb386f9374d,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step759,"[""09170a105dc2c8b3fbd6099039f2a0848e5e7f6fe15d4e7a86b82b49f7c5d0fd""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,768,0.768,azure_2023_code::w11,0,0.00087225,False,6be8bcbe2dc558c048949224f1d9ca6ffe974803b193bc125c59fa063a2e0c14,1,least_laxity_first,2,strongest-valid,258d67582f79997d5eee0078b9f05f87f05dbcaddd93695eb9f8243fbff36d71,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step768,"[""09170a105dc2c8b3fbd6099039f2a0848e5e7f6fe15d4e7a86b82b49f7c5d0fd""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,1144,1.1440000000000001,azure_2023_code::w11,0,0.0002125,False,ba6e509bcd85af094845165fd6159b2a16dace47323e9416327529e4be1e10d7,1,"chunked_prefill_small,full_prefill,least_laxity_first",2,strongest-valid,287a217b9f6a770af6309523a328e910c724e682bc01deecf289d0e24077fae8,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1144,"[""c4b1fb6b0b89aa2d403ffb2a039339bd4974ec477f51029ccaa0cecbbbe56680""]",11,azure_2023_code
0,0.5,active_sequence_capacity,active_4,1243,1.243,azure_2023_code::w11,0,0.000137375,False,87bbdefc6df7e5a40728c77de267206a2e9a9af4c3e535eca30349bf17e59672,1,least_laxity_first,3,strongest-valid,5c69f39cd6ed9b983de68f856f302a1e87b80d4e1453f1ab363a0c295da46579,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1243,"[""fa40fd61abb3a43fe214751d55680ea219b6e4d39ea482e48e80afb183a6724f""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,1344,1.344,azure_2023_code::w11,0,0.000832,False,99f7640d20a34c628cc2dc33b6f4c3c2e9ce1b35ca94d7c055bd9ae5f3683f91,1,least_laxity_first,2,strongest-valid,bef0ac86090aa80baaad1af3683a2da319ca7dc1c672d5fddd10c91a542c08ec,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1344,"[""da3b058d9b3c2e2a5c572f04d599105d0af051ffb49bfea8cee6e6717f13daf1""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,1446,1.446,azure_2023_code::w11,0,0.000627625,False,46a1530715b40955dbb556499222f759670f84285c09cdc318600d21a2609663,1,least_laxity_first,4,strongest-valid,98fe8068a7a56b7842a929a12c5b6411494b44314314b3ebc8e4943124d37ecc,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1446,"[""c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,1455,1.455,azure_2023_code::w11,0,0.0004815,False,b43de2e02c747fc017ecc8c75ad3538bf5a3f303991059bf8dfcdacb728d698d,1,least_laxity_first,3,strongest-valid,c2cc8101924352a22d2f65d37d465c41c64fbd94dbd69d132a6127bae7b393ba,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1455,"[""c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,1456,1.456,azure_2023_code::w11,0,0.000535875,False,4ca2be5afa5f2cd7296bf58cb2900d95c2f88935e5e1b9a67247912f441e86f9,1,"chunked_prefill_small,full_prefill,least_laxity_first",2,strongest-valid,732eebb0b9bc4259c8adbe4f77ce55bbf55a1b76e31b2dc7af90b71b52c8031b,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1456,"[""c9799019b08896f6921eaf7da4c11f0732626c860653d64bee28a94b75db253b""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,1912,1.9120000000000001,azure_2023_code::w11,0,0.00073625,False,6b5209e839de7f74c21b53236b4d352aaaca3da36f12fcb32d7c57248203623e,1,least_laxity_first,3,strongest-valid,92dd0c56aedc50c33a560dc192c471052bbadeb37593c12d40bbfb77ebe874a0,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1912,"[""db1b91eee82ac15e11f7e109963ab39eed2ed2faeffd0b6426b78fb57315c5ae""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,1919,1.919,azure_2023_code::w11,0,0.000635875,False,1747507b00c1e0f4c90fda129db5fe5ed50eefc64b57ff8fc41322499a09577e,1,"chunked_prefill_small,full_prefill,least_laxity_first",2,strongest-valid,f170ea774a67650ee8daadb34346399569cb6c63e931634ccd0219842293ce15,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1919,"[""db1b91eee82ac15e11f7e109963ab39eed2ed2faeffd0b6426b78fb57315c5ae""]",11,azure_2023_code
0,0.75,active_sequence_capacity,active_4,1942,1.942,azure_2023_code::w11,0,0.000722625,False,1d51b1dd71b4780dd1762813d27701bc823d0b6575ad20e6980c10f5b3e23270,1,least_laxity_first,6,strongest-valid,53ed031c91677fbe6fe311e24b9cb92119643631abd076c0f59a2fbdb79db25a,2399,2200,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step1942,"[""4c0ad6668984730da6ea1a8ba0ddcc0096cb5f1ae7484391bfa9e20f311f1eb2""]",11,azure_2023_code
