scenario_id,step,sim_time,contention_score_v2,priority_skew,kv_pressure,queue_length,stage1_raw_regime,a_active,b_active_v2,c_active,effective_regime,dwell_switched_this_step,fallback_active,stage2_regime,selected_policy,admitted_count,admitted_request_ids,prefill_chunk_override_active,queue_len_after_admission,active_count_after_admission,mean_kv_utilization_after_admission,canonical_scenario_id
SMOKE_SYNTHETIC_FAMILY_B::90000001,15,0.015,0.2,1.0,0.000896,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,5,0.000896,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,16,0.016,0.2,1.0,0.00096,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[5],False,0,6,0.001482125,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,17,0.017,0.16666666666666666,1.0,0.001024,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,6,0.001024,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,18,0.018000000000000002,0.16666666666666666,1.0,0.001088,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[24],False,0,7,0.00109825,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,19,0.019,0.14285714285714285,1.0,0.001152,2.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,2,"[25, 6]",False,0,9,0.001778625,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,20,0.02,0.2222222222222222,1.0,0.001216,0.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,9,0.001216,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,21,0.021,0.2222222222222222,1.0,0.00128,1.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,1,[26],False,0,10,0.001291875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,22,0.022,0.2,1.0,0.001344,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[7],False,0,11,0.001979875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,23,0.023,0.18181818181818182,1.0,0.001408,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,11,0.001408,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,24,0.024,0.18181818181818182,1.0,0.001472,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,11,0.001472,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,25,0.025,0.18181818181818182,1.0,0.001536,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[8],False,0,12,0.002303625,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,26,0.026000000000000002,0.16666666666666666,1.0,0.0016,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[27],False,0,13,0.001613,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,27,0.027,0.15384615384615385,1.0,0.001664,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,13,0.001664,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,28,0.028,0.23076923076923078,1.0,0.001728,2.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,2,"[28, 9]",False,0,15,0.002437,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,29,0.029,0.2,1.0,0.001792,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,15,0.001792,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,30,0.03,0.2,1.0,0.001856,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[29],False,0,16,0.001866375,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,31,0.031,0.1875,1.0,0.00192,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[10],False,0,17,0.002544375,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,32,0.032,0.17647058823529413,1.0,0.001984,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,17,0.001984,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,33,0.033,0.17647058823529413,1.0,0.002048,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[30],False,0,18,0.00206175,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,34,0.034,0.16666666666666666,1.0,0.002112,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[11],False,0,19,0.002634125,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,35,0.035,0.15789473684210525,1.0,0.002176,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[31],False,0,20,0.0021995,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,36,0.036000000000000004,0.2,1.0,0.00224,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,20,0.00224,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,37,0.037,0.2,1.0,0.002304,2.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,2,"[32, 12]",False,0,22,0.002936375,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,38,0.038,0.18181818181818182,1.0,0.002368,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,22,0.002368,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,39,0.039,0.18181818181818182,1.0,0.002432,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,22,0.002432,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,40,0.04,0.18181818181818182,1.0,0.002496,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[13],False,0,23,0.003107125,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,41,0.041,0.17391304347826086,1.0,0.00256,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,23,0.00256,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,42,0.042,0.17391304347826086,1.0,0.002624,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,23,0.002624,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,43,0.043000000000000003,0.17391304347826086,1.0,0.002688,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[14],False,0,24,0.003210125,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,44,0.044,0.16666666666666666,1.0,0.002752,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,24,0.002752,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,45,0.045,0.16666666666666666,1.0,0.002816,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,24,0.002816,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,46,0.046,0.16666666666666666,1.0,0.00288,2.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,2,"[33, 15]",False,0,26,0.003506375,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,47,0.047,0.15384615384615385,1.0,0.002944,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,26,0.002944,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,48,0.048,0.19230769230769232,1.0,0.003008,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,26,0.003008,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,49,0.049,0.19230769230769232,1.0,0.003072,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[16],False,0,27,0.003746125,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,50,0.05,0.18518518518518517,1.0,0.003136,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,27,0.003136,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,51,0.051000000000000004,0.18518518518518517,1.0,0.0032,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,27,0.0032,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,52,0.052000000000000005,0.18518518518518517,1.0,0.003264,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[17],False,0,28,0.00378675,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,53,0.053,0.17857142857142858,1.0,0.003328,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,28,0.003328,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,54,0.054,0.17857142857142858,1.0,0.003392,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,28,0.003392,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,55,0.055,0.17857142857142858,1.0,0.003456,1.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,1,[18],False,0,29,0.00422375,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,56,0.056,0.1724137931034483,1.0,0.00352,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,29,0.00352,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,57,0.057,0.2413793103448276,1.0,0.003584,0.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,True,False,PREFILL_DECODE_CONTENTION,full_prefill,0,[],True,0,29,0.003584,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,58,0.058,0.2413793103448276,1.0,0.003648,2.0,NONE,False,True,False,NONE,True,True,,weighted_fair_share,2,"[34, 19]",False,0,31,0.004271,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,59,0.059000000000000004,0.22580645161290322,1.0,0.003712,0.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,31,0.003712,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,60,0.06,0.22580645161290322,1.0,0.003776,0.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,31,0.003776,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,61,0.061,0.22580645161290322,1.0,0.00384,2.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,2,"[35, 20]",False,0,33,0.004468375,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,62,0.062,0.21212121212121213,1.0,0.003904,0.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,33,0.003904,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,63,0.063,0.21212121212121213,1.0,0.003968,0.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,33,0.003968,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,64,0.064,0.21212121212121213,1.0,0.004032,2.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,2,"[36, 21]",False,0,35,0.00464,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,65,0.065,0.2,1.0,0.004096,0.0,NONE,False,False,False,NONE,False,True,,weighted_fair_share,0,[],False,0,35,0.004096,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,66,0.066,0.22857142857142856,1.0,0.00416,1.0,NONE,False,True,False,NONE,False,True,,weighted_fair_share,1,[37],False,0,36,0.004190125,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,67,0.067,0.2777777777777778,1.0,0.004224,1.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,1,[22],False,0,37,0.00499175,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,68,0.068,0.2702702702702703,1.0,0.004288,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,37,0.004288,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,69,0.069,0.2702702702702703,1.0,0.004352,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,37,0.004352,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,70,0.07,0.2702702702702703,1.0,0.004416,1.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,1,[23],False,0,38,0.00493875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,71,0.07100000000000001,0.2631578947368421,1.0,0.00448,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,38,0.00448,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,72,0.07200000000000001,0.2631578947368421,1.0,0.004544,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,38,0.004544,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,73,0.073,0.2631578947368421,1.0,0.004608,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,38,0.004608,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,74,0.074,0.2631578947368421,1.0,0.004672,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,38,0.004672,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,75,0.075,0.2631578947368421,1.0,0.004736,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,38,0.004736,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,76,0.076,0.2631578947368421,1.0,0.0048,1.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,1,[38],False,0,39,0.0048305,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,77,0.077,0.28205128205128205,1.0,0.004864,1.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,1,[39],False,0,40,0.004875625,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,78,0.078,0.275,1.0,0.004928,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,40,0.004928,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,79,0.079,0.275,1.0,0.004992,1.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,True,False,PREFILL_DECODE_CONTENTION,full_prefill,1,[40],True,0,41,0.0050035,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,80,0.08,0.2682926829268293,1.0,0.005056,0.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,False,False,PREFILL_DECODE_CONTENTION,full_prefill,0,[],True,0,41,0.005056,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,81,0.081,0.2682926829268293,1.0,0.00512,1.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,False,False,PREFILL_DECODE_CONTENTION,full_prefill,1,[41],True,0,42,0.00513125,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,82,0.082,0.2619047619047619,1.0,0.005184,0.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,False,False,PREFILL_DECODE_CONTENTION,full_prefill,0,[],True,0,42,0.005184,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,83,0.083,0.2619047619047619,1.0,0.005248,0.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,False,False,PREFILL_DECODE_CONTENTION,full_prefill,0,[],True,0,42,0.005248,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,84,0.084,0.24390243902439024,1.0,0.004783875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,False,False,PREFILL_DECODE_CONTENTION,full_prefill,0,[],True,0,41,0.004783875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,85,0.085,0.24390243902439024,1.0,0.004847875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,False,False,PREFILL_DECODE_CONTENTION,full_prefill,0,[],True,0,41,0.004847875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,86,0.08600000000000001,0.24390243902439024,1.0,0.004911875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,False,False,PREFILL_DECODE_CONTENTION,full_prefill,0,[],True,0,41,0.004911875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,87,0.08700000000000001,0.24390243902439024,1.0,0.004975875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,PREFILL_DECODE_CONTENTION,False,False,PREFILL_DECODE_CONTENTION,full_prefill,0,[],True,0,41,0.004975875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,88,0.088,0.24390243902439024,1.0,0.005039875,1.0,NONE,False,True,False,NONE,True,True,,weighted_fair_share,1,[42],False,0,42,0.005049375,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,89,0.089,0.2857142857142857,1.0,0.005103875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005103875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,90,0.09,0.2857142857142857,1.0,0.005167875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005167875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,91,0.091,0.2857142857142857,1.0,0.005231875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005231875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,92,0.092,0.2857142857142857,1.0,0.005295875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005295875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,93,0.093,0.2857142857142857,1.0,0.005359875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005359875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,94,0.094,0.2857142857142857,1.0,0.005423875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005423875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,95,0.095,0.2857142857142857,1.0,0.005487875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005487875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,96,0.096,0.2857142857142857,1.0,0.005551875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005551875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,97,0.097,0.2857142857142857,1.0,0.005615875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,42,0.005615875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,98,0.098,0.2857142857142857,1.0,0.005679875,1.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,1,[43],False,0,43,0.005689625,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,99,0.099,0.27906976744186046,1.0,0.005743875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,43,0.005743875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,100,0.1,0.27906976744186046,1.0,0.005807875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,43,0.005807875,SMOKE_SYNTHETIC_FAMILY_B::90000001
SMOKE_SYNTHETIC_FAMILY_B::90000001,101,0.101,0.3488372093023256,1.0,0.005871875,0.0,PREFILL_DECODE_CONTENTION,False,True,False,NONE,False,True,,weighted_fair_share,0,[],False,0,43,0.005871875,SMOKE_SYNTHETIC_FAMILY_B::90000001
