abs_delta_anwg,acquisition_priority,acquisition_type,active_sequences,alt_policy_id,alternative_policy,burst_pressure,canonical_alt_action,canonical_ref_action,cf_anwg,cf_extra_steps,cf_finished,cf_num_completed,cf_num_dropped,cf_sim_duration,chosen_native_policy,chosen_policy_id,completed_count_pre,completion_count_delta,contention_score_v2,delta_anwg,disagree,disagreeing_p6,fairness_pressure,fold,high_burst_pressure,high_fairness_pressure,high_kv_pressure,high_prefill_decode_pressure,high_service_heterogeneity,high_urgency_pressure,kv_pressure,kv_pressure_manifest,kv_utilization_mean,live_fingerprint_unchanged,n_disagreeing_p6,n_elevated_mechanisms,prefill_decode_pressure,priority_skew,queue_length,queue_size,raw_stage1_policy_id,ref_replay_anwg,ref_replay_live_fingerprint_unchanged,ref_replay_matches_reference,ref_replay_minus_reference_anwg,reference_anwg,reference_num_completed,reference_policy,reference_sim_duration,scenario_id,seed,service_heterogeneity,sim_duration_delta,sim_time,step,subsequent_trajectory_diverged,terminal_utility_effect,urgency_pressure
0.0,0.06828461988253738,AGREEMENT_CONTROL,4,estimated_service_time_first,estimated_service_time_first,0.466389,(),(),0.295183539213585,2525,True,66,0,2.638,chunked_prefill_small,chunked_prefill_small,0,0,0.0,0.0,False,,0.282054,2,False,False,False,False,True,False,0.09206697154087456,0.260025,0.09206697154087456,True,0,1,0.436614,2.0791623609381644,8.0,8,estimated_service_time_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.0,0.113,113,False,False,0.512317
0.03965980800566038,,DISAGREEMENT,4,full_prefill,full_prefill,0.466389,(),"((0, (7,)),)",0.2555237312079246,2619,True,66,0,2.753,estimated_service_time_first,estimated_service_time_first,1,0,0.0,-0.03965980800566038,True,"full_prefill,chunked_prefill_small,weighted_fair_share,least_laxity_first,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.0876450357156355,0.260025,0.10351865149854492,True,5,1,0.436614,2.0791623609381644,8.0,8,estimated_service_time_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.11500000000000021,0.134,134,True,True,0.512317
0.0,,DISAGREEMENT,4,full_prefill,full_prefill,0.466389,(),"((0, (13,)),)",0.295183539213585,2474,True,66,0,2.6390000000000002,least_laxity_first,least_laxity_first,2,0,0.0,0.0,True,"full_prefill,chunked_prefill_small,estimated_service_time_first,weighted_fair_share,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.05404588230847727,0.260025,0.1605124910238482,True,5,1,0.436614,2.0791623609381644,24.0,24,least_laxity_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.001000000000000334,0.165,165,True,False,0.512317
0.0,,DISAGREEMENT,4,full_prefill,full_prefill,0.466389,(),"((0, (24,)),)",0.295183539213585,2464,True,66,0,2.638,least_laxity_first,least_laxity_first,3,0,0.0,0.0,True,"full_prefill,chunked_prefill_small,estimated_service_time_first,weighted_fair_share,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.14758683245776485,0.260025,0.23031860614535696,True,5,1,0.436614,2.0791623609381644,23.0,23,least_laxity_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.0,0.17400000000000002,174,False,False,0.512317
0.03965980800566038,,DISAGREEMENT,4,full_prefill,full_prefill,0.466389,(),"((0, (3,)),)",0.2555237312079246,2532,True,66,0,2.753,least_laxity_first,least_laxity_first,4,0,0.0,-0.03965980800566038,True,"full_prefill,chunked_prefill_small,estimated_service_time_first,weighted_fair_share,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.2181110397218338,0.260025,0.28689670811444123,True,5,1,0.436614,2.0791623609381644,25.0,25,least_laxity_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.11500000000000021,0.221,221,True,True,0.512317
0.0,,DISAGREEMENT,4,chunked_prefill_small,chunked_prefill_small,0.466389,(),"((0, (1,)),)",0.295183539213585,2397,True,66,0,2.638,full_prefill,full_prefill,5,0,0.0,0.0,True,"chunked_prefill_small,estimated_service_time_first,weighted_fair_share,least_laxity_first,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.2633508447031256,0.260025,0.2848936089799312,True,5,1,0.436614,2.0791623609381644,27.0,27,least_laxity_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.0,0.241,241,False,False,0.512317
0.03965980800566038,,DISAGREEMENT,4,full_prefill,full_prefill,0.466389,(),"((0, (31,)),)",0.2555237312079246,2461,True,66,0,2.753,least_laxity_first,least_laxity_first,6,0,0.0,-0.03965980800566038,True,"full_prefill,chunked_prefill_small,estimated_service_time_first,weighted_fair_share,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.2211345855852451,0.260025,0.27982916965871724,True,5,1,0.436614,2.0791623609381644,27.0,27,least_laxity_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.11500000000000021,0.292,292,True,True,0.512317
0.0,,DISAGREEMENT,4,full_prefill,full_prefill,0.466389,(),"((0, (36,)),)",0.295183539213585,2299,True,66,0,2.638,least_laxity_first,least_laxity_first,7,0,0.0,0.0,True,"full_prefill,chunked_prefill_small,estimated_service_time_first,weighted_fair_share,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.1981556370233191,0.260025,0.2396538039986394,True,5,1,0.436614,2.0791623609381644,27.0,27,least_laxity_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.0,0.339,339,False,False,0.512317
0.0,,DISAGREEMENT,4,full_prefill,full_prefill,0.466389,(),"((0, (11,)),)",0.295183539213585,2269,True,66,0,2.6390000000000002,least_laxity_first,least_laxity_first,8,0,0.0,0.0,True,"full_prefill,chunked_prefill_small,estimated_service_time_first,weighted_fair_share,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.130390415359613,0.260025,0.17929626970029103,True,5,1,0.436614,2.0791623609381644,26.0,26,least_laxity_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.001000000000000334,0.37,370,True,False,0.512317
0.03965980800566038,,DISAGREEMENT,4,full_prefill,full_prefill,0.466389,(),"((0, (22,)),)",0.2555237312079246,2314,True,66,0,2.753,least_laxity_first,least_laxity_first,9,0,0.0,-0.03965980800566038,True,"full_prefill,chunked_prefill_small,estimated_service_time_first,weighted_fair_share,kv_constrained_online",0.282054,2,False,False,False,False,True,False,0.12543935900827696,0.260025,0.1819040780074833,True,5,1,0.436614,2.0791623609381644,25.0,25,least_laxity_first,,,,,0.295183539213585,66,live_p6_dwell_router_v1,2.638,joint_mm_0002,20260826,0.612698,0.11500000000000021,0.439,439,True,True,0.512317
0.0,0.36647606843499025,AGREEMENT_CONTROL,1,estimated_service_time_first,estimated_service_time_first,0.218503,"((0, (0,)),)","((0, (0,)),)",0.291820414910381,2775,True,56,0,2.79,chunked_prefill_small,chunked_prefill_small,0,0,0.0,0.0,False,,0.59953,1,False,False,True,False,False,True,0.0,0.81677,0.10209626361574316,True,0,2,0.5375,1.0,1.0,1,chunked_prefill_small,0.291820414910381,True,True,0.0,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0,0.015,15,False,False,0.624083
0.0,0.18136140579662172,AGREEMENT_CONTROL,3,estimated_service_time_first,estimated_service_time_first,0.218503,"((0, (1, 2)),)","((0, (1, 2)),)",0.291820414910381,2704,True,56,0,2.79,chunked_prefill_small,chunked_prefill_small,0,0,0.0,0.0,False,,0.59953,1,False,False,True,False,False,True,0.10366659188912984,0.81677,0.20935217727261396,True,0,2,0.5375,3.276183524516614,2.0,2,chunked_prefill_small,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0,0.08600000000000001,86,False,False,0.624083
0.0,0.06722307697618175,AGREEMENT_CONTROL,4,estimated_service_time_first,estimated_service_time_first,0.218503,"((0, (3,)),)","((0, (3,)),)",0.291820414910381,2619,True,56,0,2.79,chunked_prefill_small,chunked_prefill_small,0,0,0.0,0.0,False,,0.59953,1,False,False,True,False,False,True,0.21540915775567687,0.81677,0.22383409357162443,True,0,2,0.5375,1.0,1.0,1,chunked_prefill_small,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0,0.171,171,False,False,0.624083
0.0,0.11619413577710387,AGREEMENT_CONTROL,5,estimated_service_time_first,estimated_service_time_first,0.218503,"((0, (4,)),)","((0, (4,)),)",0.291820414910381,2592,True,56,0,2.79,chunked_prefill_small,chunked_prefill_small,0,0,0.0,0.0,False,,0.59953,1,False,False,True,False,False,True,0.22650115905182083,0.81677,0.27782347516139483,True,0,2,0.5375,1.0,1.0,1,chunked_prefill_small,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0,0.198,198,False,False,0.624083
0.0,0.15599708335475101,AGREEMENT_CONTROL,5,estimated_service_time_first,estimated_service_time_first,0.218503,"((0, (5,)),)","((0, (5,)),)",0.291820414910381,2583,True,56,0,2.79,chunked_prefill_small,chunked_prefill_small,1,0,0.0,0.0,False,,0.59953,1,False,False,True,False,False,True,0.20785662653605524,0.81677,0.2276477479498492,True,0,2,0.5375,1.0,1.0,1,chunked_prefill_small,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0,0.20700000000000002,207,False,False,0.624083
0.0,,DISAGREEMENT,8,full_prefill,full_prefill,0.218503,(),"((0, (6, 7, 8)),)",0.291820414910381,2580,True,56,0,2.79,chunked_prefill_small,chunked_prefill_small,1,0,0.0,0.0,True,"full_prefill,estimated_service_time_first,weighted_fair_share,least_laxity_first,kv_constrained_online",0.59953,1,False,False,True,False,False,True,0.22797178394277026,0.81677,0.4505845110795384,True,5,2,0.5375,3.276183524516614,3.0,3,chunked_prefill_small,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0,0.21,210,False,False,0.624083
0.0,,DISAGREEMENT,8,chunked_prefill_small,chunked_prefill_small,0.218503,(),"((0, (9,)),)",0.291820414910381,2473,True,56,0,2.791,full_prefill,full_prefill,2,0,0.0,0.0,True,"chunked_prefill_small,estimated_service_time_first,weighted_fair_share,least_laxity_first,kv_constrained_online",0.59953,1,False,False,True,False,False,True,0.42797676911189214,0.81677,0.4678830479324011,True,5,2,0.5375,3.276183524516614,5.0,5,full_prefill,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0009999999999998899,0.318,318,True,False,0.624083
0.0,,DISAGREEMENT,8,chunked_prefill_small,chunked_prefill_small,0.218503,(),"((0, (10,)),)",0.291820414910381,2448,True,56,0,2.81,full_prefill,full_prefill,3,0,0.0,0.0,True,"chunked_prefill_small,estimated_service_time_first,weighted_fair_share,least_laxity_first,kv_constrained_online",0.59953,1,False,False,True,False,False,True,0.4633963957227249,0.81677,0.47917445599341957,True,5,2,0.5375,3.276183524516614,5.0,5,full_prefill,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.020000000000000018,0.362,362,True,False,0.624083
0.0,,DISAGREEMENT,8,chunked_prefill_small,chunked_prefill_small,0.218503,(),"((0, (11,)),)",0.291820414910381,2360,True,56,0,2.79,full_prefill,full_prefill,4,0,0.0,0.0,True,"chunked_prefill_small,estimated_service_time_first,weighted_fair_share,least_laxity_first,kv_constrained_online",0.59953,1,False,False,True,False,False,True,0.4673845310202149,0.81677,0.569480794635958,True,5,2,0.5375,3.276183524516614,4.0,4,full_prefill,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0,0.43,430,False,False,0.624083
0.0,,DISAGREEMENT,8,chunked_prefill_small,chunked_prefill_small,0.218503,(),"((0, (12,)),)",0.291820414910381,2320,True,56,0,2.791,full_prefill,full_prefill,5,0,0.0,0.0,True,"chunked_prefill_small,estimated_service_time_first,weighted_fair_share,least_laxity_first,kv_constrained_online",0.59953,1,False,False,True,False,False,True,0.5338119095690321,0.81677,0.6359081731847753,True,5,2,0.5375,3.276183524516614,4.0,4,full_prefill,,,,,0.291820414910381,56,live_p6_dwell_router_v1,2.79,joint_mm_0003,20260827,0.456274,0.0009999999999998899,0.47100000000000003,471,True,False,0.624083
