active_cap_binding_fraction,active_sequence_capacity_binding_states,active_sequence_capacity_near_binding_states,arrival_load_ratio,arrival_multiplier,axis,axis_value,canonical_action_collapse_states,completed_request_count,completion_fraction,condition_id,disagreement_rate,disagreement_states,distinct_alternative_action_hashes,drain_steps,dropped_request_count,kv_cap_binding_fraction,kv_capacity_binding_or_over_requested_states,kv_capacity_near_binding_states,max_active_pressure,max_active_sequences,max_active_sequences_param,max_kv_pressure,max_kv_tokens_param,max_kv_utilization,max_observed_kv_tokens,max_queue_length,mean_active_pressure,mean_active_sequences,mean_kv_pressure,mean_kv_utilization,mean_observed_kv_tokens,mean_queue_length,native_controls,near_kv_cap_fraction,no_policy_choice_states,num_total_requests_metric,policy_ranking_proxy_difference_states,pressure_order,pressure_regime_class,requests,sbs_arrival_normalized_weighted_goodput,sbs_decision_states,scenario_id,schema_version,simulation_end_condition,source_dataset,token_budget_binding_fraction,token_budget_binding_proxy_states,true_canonical_disagreement_states,unfinished_request_count,unique_alternative_canonical_action_hashes,validity_class,window_index,windows_with_disagreement
0.0,0,0,1.0,1.0,active_sequence_capacity,512,10,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.015625,8,512,0.0027155,8000000,0.0027155,21724.0,3,0.00279365398588333,1.430350840772265,0.00043584069441561144,0.00043584069441561144,3486.7255553248915,0.04151961801951422,1,0.0,4817,200,10,0,VALID_UNCONSTRAINED,200,1.0,4817,PUBLIC_TRACE::azure_2023_code::w20::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,20,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,12,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.013671875,7,512,0.001623125,8000000,0.001623125,12985.0,3,0.003184036523929471,1.630226700251889,0.0003802608942065491,0.0003802608942065491,3042.0871536523928,0.05037783375314862,1,0.0,3970,200,12,0,VALID_UNCONSTRAINED,200,1.0,3970,PUBLIC_TRACE::azure_2023_code::w22::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,22,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,7,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.01171875,6,512,0.001438875,8000000,0.001438875,11511.0,4,0.002465800317362817,1.2624897624897624,0.00030997609541359543,0.00030997609541359543,2479.8087633087634,0.04095004095004095,1,0.0,4884,200,7,0,VALID_UNCONSTRAINED,200,1.0,4884,PUBLIC_TRACE::azure_2023_code::w24::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,24,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,15,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.013671875,7,512,0.001794125,8000000,0.001794125,14353.0,3,0.00269514192139738,1.3799126637554586,0.00033313050813815005,0.00033313050813815005,2665.0440651052004,0.03969829297340215,1,0.0,5038,200,15,0,VALID_UNCONSTRAINED,200,1.0,5038,PUBLIC_TRACE::azure_2023_code::w26::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,26,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,14,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.009765625,5,512,0.0014675,8000000,0.0014675,11740.0,3,0.002203645388556789,1.128266438941076,0.0003530492954739539,0.0003530492954739539,2824.3943637916313,0.034158838599487616,1,0.0,5855,200,14,0,VALID_UNCONSTRAINED,200,1.0,5855,PUBLIC_TRACE::azure_2023_code::w28::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,28,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,11,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.015625,8,512,0.00256375,8000000,0.00256375,20510.0,3,0.0026983963815789473,1.381578947368421,0.0004562614348370928,0.0004562614348370928,3650.0914786967423,0.04177109440267335,1,0.0,4788,200,11,0,VALID_UNCONSTRAINED,200,1.0,4788,PUBLIC_TRACE::azure_2023_code::w30::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,30,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,8,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.009765625,5,512,0.0015365,8000000,0.0015365,12292.0,3,0.0023395608291886852,1.1978551445446068,0.00024895345041964565,0.00024895345041964565,1991.627603357165,0.031084861672365557,1,0.0,6434,200,8,0,VALID_UNCONSTRAINED,200,1.0,6434,PUBLIC_TRACE::azure_2023_code::w32::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,32,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,4,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.0078125,4,512,0.001413,8000000,0.001413,11304.0,3,0.002199382551528074,1.1260838663823738,0.00020916847903340442,0.00020916847903340442,1673.3478322672354,0.028429282160625444,1,0.0,7035,200,4,0,VALID_UNCONSTRAINED,200,1.0,7035,PUBLIC_TRACE::azure_2023_code::w34::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,34,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,7,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.01171875,6,512,0.001457,8000000,0.001457,11656.0,2,0.002646623291150933,1.3550711250692777,0.0003525757435802697,0.0003525757435802697,2820.6059486421577,0.03694808793644929,1,0.0,5413,200,7,0,VALID_UNCONSTRAINED,200,1.0,5413,PUBLIC_TRACE::azure_2023_code::w36::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,36,0
0.0,0,0,1.0,1.0,active_sequence_capacity,512,18,200,1.0,active_512,0.0,0,0,250000,0,0.0,0,0,0.015625,8,512,0.001698625,8000000,0.001698625,13589.0,3,0.002842568500424809,1.4553950722175022,0.00032285798109600675,0.00032285798109600675,2582.863848768054,0.04248088360237893,1,0.0,4708,200,18,0,VALID_UNCONSTRAINED,200,1.0,4708,PUBLIC_TRACE::azure_2023_code::w38::faithful::active_512,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,38,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,3,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.109375,7,64,0.00200875,8000000,0.00200875,16070.000000000002,2,0.02094579397210976,1.3405308142150247,0.0003796548582995951,0.0003796548582995951,3037.2388663967604,0.0449842555105713,1,0.0,4446,200,3,1,VALID_UNCONSTRAINED,200,1.0,4446,PUBLIC_TRACE::azure_2023_code::w0::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,0,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,9,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.109375,7,64,0.002230625,8000000,0.002230625,17845.0,3,0.02853211426491994,1.8260553129548762,0.0004475774502668608,0.0004475774502668608,3580.6196021348865,0.048520135856380396,1,0.0,4122,200,9,1,VALID_UNCONSTRAINED,200,1.0,4122,PUBLIC_TRACE::azure_2023_code::w2::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,2,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,6,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.0625,4,64,0.002165625,8000000,0.002165625,17325.0,2,0.01750274945010998,1.1201759648070386,0.0003171630673865227,0.0003171630673865227,2537.3045390921816,0.03999200159968006,1,0.0,5001,200,6,1,VALID_UNCONSTRAINED,200,1.0,5001,PUBLIC_TRACE::azure_2023_code::w4::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,4,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,7,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.109375,7,64,0.001768,8000000,0.001768,14144.0,3,0.024192103754657496,1.5482946402980797,0.0003174703711665234,0.0003174703711665234,2539.762969332187,0.05732301519059903,1,0.0,3489,200,7,1,VALID_UNCONSTRAINED,200,1.0,3489,PUBLIC_TRACE::azure_2023_code::w6::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,6,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,7,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.09375,6,64,0.00161,8000000,0.00161,12880.0,3,0.02069916596283784,1.3247466216216217,0.0002636114336993243,0.0002636114336993243,2108.8914695945946,0.028153153153153154,1,0.0,7104,200,7,1,VALID_UNCONSTRAINED,200,1.0,7104,PUBLIC_TRACE::azure_2023_code::w8::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,8,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,12,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.125,8,64,0.002275625,8000000,0.002275625,18205.0,3,0.027973362741771292,1.7902952154733627,0.00041228881065490325,0.00041228881065490325,3298.310485239226,0.0678656260604004,1,0.0,2947,200,12,1,VALID_UNCONSTRAINED,200,1.0,2947,PUBLIC_TRACE::azure_2023_code::w10::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,10,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,11,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.109375,7,64,0.001790375,8000000,0.001790375,14323.0,3,0.02044670409737699,1.3085890622321275,0.00036679390965198007,0.00036679390965198007,2934.3512772158406,0.0342876735813475,1,0.0,5833,200,11,1,VALID_UNCONSTRAINED,200,1.0,5833,PUBLIC_TRACE::azure_2023_code::w12::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,12,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,9,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.140625,9,64,0.0021925,8000000,0.0021925,17540.0,3,0.021089804292929292,1.3497474747474747,0.000422088489057239,0.000422088489057239,3376.707912457912,0.04208754208754209,1,0.0,4752,200,9,1,VALID_UNCONSTRAINED,200,1.0,4752,PUBLIC_TRACE::azure_2023_code::w14::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,14,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,15,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.09375,6,64,0.001458625,8000000,0.001458625,11669.0,3,0.023067248154322456,1.4763038818766372,0.0003642223148368659,0.0003642223148368659,2913.7785186949272,0.04763038818766373,1,0.0,4199,200,15,1,VALID_UNCONSTRAINED,200,1.0,4199,PUBLIC_TRACE::azure_2023_code::w16::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,16,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,9,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.109375,7,64,0.001864,8000000,0.001864,14912.0,4,0.02121812584836145,1.357960054295133,0.00038029462381229396,0.00038029462381229396,3042.356990498352,0.03878223773511732,1,0.0,5157,200,9,1,VALID_UNCONSTRAINED,200,1.0,5157,PUBLIC_TRACE::azure_2023_code::w18::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,18,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,10,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.125,8,64,0.0027155,8000000,0.0027155,21724.0,3,0.02234923188706664,1.430350840772265,0.00043584069441561144,0.00043584069441561144,3486.7255553248915,0.04151961801951422,1,0.0,4817,200,10,1,VALID_UNCONSTRAINED,200,1.0,4817,PUBLIC_TRACE::azure_2023_code::w20::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,20,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,12,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.109375,7,64,0.001623125,8000000,0.001623125,12985.0,3,0.025472292191435767,1.630226700251889,0.0003802608942065491,0.0003802608942065491,3042.0871536523928,0.05037783375314862,1,0.0,3970,200,12,1,VALID_UNCONSTRAINED,200,1.0,3970,PUBLIC_TRACE::azure_2023_code::w22::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,22,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,7,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.09375,6,64,0.001438875,8000000,0.001438875,11511.0,4,0.019726402538902538,1.2624897624897624,0.00030997609541359543,0.00030997609541359543,2479.8087633087634,0.04095004095004095,1,0.0,4884,200,7,1,VALID_UNCONSTRAINED,200,1.0,4884,PUBLIC_TRACE::azure_2023_code::w24::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,24,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,15,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.109375,7,64,0.001794125,8000000,0.001794125,14353.0,3,0.02156113537117904,1.3799126637554586,0.00033313050813815005,0.00033313050813815005,2665.0440651052004,0.03969829297340215,1,0.0,5038,200,15,1,VALID_UNCONSTRAINED,200,1.0,5038,PUBLIC_TRACE::azure_2023_code::w26::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,26,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,14,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.078125,5,64,0.0014675,8000000,0.0014675,11740.0,3,0.01762916310845431,1.128266438941076,0.0003530492954739539,0.0003530492954739539,2824.3943637916313,0.034158838599487616,1,0.0,5855,200,14,1,VALID_UNCONSTRAINED,200,1.0,5855,PUBLIC_TRACE::azure_2023_code::w28::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,28,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,11,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.125,8,64,0.00256375,8000000,0.00256375,20510.0,3,0.02158717105263158,1.381578947368421,0.0004562614348370928,0.0004562614348370928,3650.0914786967423,0.04177109440267335,1,0.0,4788,200,11,1,VALID_UNCONSTRAINED,200,1.0,4788,PUBLIC_TRACE::azure_2023_code::w30::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,30,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,8,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.078125,5,64,0.0015365,8000000,0.0015365,12292.0,3,0.018716486633509482,1.1978551445446068,0.00024895345041964565,0.00024895345041964565,1991.627603357165,0.031084861672365557,1,0.0,6434,200,8,1,VALID_UNCONSTRAINED,200,1.0,6434,PUBLIC_TRACE::azure_2023_code::w32::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,32,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,4,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.0625,4,64,0.001413,8000000,0.001413,11304.0,3,0.01759506041222459,1.1260838663823738,0.00020916847903340442,0.00020916847903340442,1673.3478322672354,0.028429282160625444,1,0.0,7035,200,4,1,VALID_UNCONSTRAINED,200,1.0,7035,PUBLIC_TRACE::azure_2023_code::w34::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,34,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,7,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.09375,6,64,0.001457,8000000,0.001457,11656.0,2,0.021172986329207465,1.3550711250692777,0.0003525757435802697,0.0003525757435802697,2820.6059486421577,0.03694808793644929,1,0.0,5413,200,7,1,VALID_UNCONSTRAINED,200,1.0,5413,PUBLIC_TRACE::azure_2023_code::w36::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,36,0
0.0,0,0,1.0,1.0,active_sequence_capacity,64,18,200,1.0,active_64,0.0,0,0,250000,0,0.0,0,0,0.125,8,64,0.001698625,8000000,0.001698625,13589.0,3,0.022740548003398472,1.4553950722175022,0.00032285798109600675,0.00032285798109600675,2582.863848768054,0.04248088360237893,1,0.0,4708,200,18,1,VALID_UNCONSTRAINED,200,1.0,4708,PUBLIC_TRACE::azure_2023_code::w38::faithful::active_64,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,38,0
0.0,0,0,1.0,1.0,active_sequence_capacity,32,3,200,1.0,active_32,0.0,0,0,250000,0,0.0,0,0,0.21875,7,32,0.00200875,8000000,0.00200875,16070.000000000002,2,0.04189158794421952,1.3405308142150247,0.0003796548582995951,0.0003796548582995951,3037.2388663967604,0.0449842555105713,1,0.0,4446,200,3,2,VALID_UNCONSTRAINED,200,1.0,4446,PUBLIC_TRACE::azure_2023_code::w0::faithful::active_32,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,0,0
0.0,0,0,1.0,1.0,active_sequence_capacity,32,9,200,1.0,active_32,0.0,0,0,250000,0,0.0,0,0,0.21875,7,32,0.002230625,8000000,0.002230625,17845.0,3,0.05706422852983988,1.8260553129548762,0.0004475774502668608,0.0004475774502668608,3580.6196021348865,0.048520135856380396,1,0.0,4122,200,9,2,VALID_UNCONSTRAINED,200,1.0,4122,PUBLIC_TRACE::azure_2023_code::w2::faithful::active_32,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,2,0
0.0,0,0,1.0,1.0,active_sequence_capacity,32,6,200,1.0,active_32,0.0,0,0,250000,0,0.0,0,0,0.125,4,32,0.002165625,8000000,0.002165625,17325.0,2,0.03500549890021996,1.1201759648070386,0.0003171630673865227,0.0003171630673865227,2537.3045390921816,0.03999200159968006,1,0.0,5001,200,6,2,VALID_UNCONSTRAINED,200,1.0,5001,PUBLIC_TRACE::azure_2023_code::w4::faithful::active_32,industry_realism_action_opportunity_phase_b_v2.0.0,COMPLETE_ALL_REQUESTS,azure_2023_code,0.0,0,0,0,0,VALID_UNCONSTRAINED,4,0
