scenario_id,family,template_name,generator_version,seed,fraction_impossible,generator_family,heterogeneity,inversion_fraction,max_active_sequences,n_impossible,n_normal,n_short,offset,overload_factor,rank_agreement_kendall_tau,rank_agreement_spearman,ratio,role,sobol_index,sobol_scramble_seed,target_utilization,total_required_service_s,window_s
sobolB.idx22.case2b_prediction_inversion_boundary.stress.strong.util0.990009.inv0.980951.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.980951,,,,,,,-0.9988649262202043,-0.999833268493303,,stress,22,20260810,0.990009,,
sobolB.idx23.case2b_prediction_inversion_boundary.stress.moderate.util0.56185.inv0.167784.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.167784,,,,,,,0.3811965811965812,0.15695104661829704,,stress,23,20260810,0.56185,,
sobolB.idx23.case2b_prediction_inversion_boundary.stress.moderate.util0.56185.inv0.167784.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.167784,,,,,,,0.386986301369863,0.16007394229165509,,stress,23,20260810,0.56185,,
sobolB.idx23.case2b_prediction_inversion_boundary.stress.moderate.util0.56185.inv0.167784.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.167784,,,,,,,0.3826037521318931,0.15707257414459236,,stress,23,20260810,0.56185,,
sobolB.idx23.case2b_prediction_inversion_boundary.stress.moderate.util0.56185.inv0.167784.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.167784,,,,,,,0.38733599543639474,0.1600928396708917,,stress,23,20260810,0.56185,,
sobolB.idx23.case2b_prediction_inversion_boundary.stress.strong.util0.56185.inv0.167784.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.167784,,,,,,,0.38505096262740657,0.15727901742295827,,stress,23,20260810,0.56185,,
sobolB.idx23.case2b_prediction_inversion_boundary.stress.strong.util0.56185.inv0.167784.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.167784,,,,,,,0.3834841628959276,0.15721907302434143,,stress,23,20260810,0.56185,,
sobolB.idx23.case2b_prediction_inversion_boundary.stress.strong.util0.56185.inv0.167784.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.167784,,,,,,,0.3834841628959276,0.15721907302434143,,stress,23,20260810,0.56185,,
sobolB.idx23.case2b_prediction_inversion_boundary.stress.strong.util0.56185.inv0.167784.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.167784,,,,,,,0.38470254957507083,0.15725559939976658,,stress,23,20260810,0.56185,,
sobolB.idx24.case2b_prediction_inversion_boundary.stress.moderate.util0.514517.inv0.590616.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.590616,,,,,,,-0.69010863350486,-0.8722097128401854,,stress,24,20260810,0.514517,,
sobolB.idx24.case2b_prediction_inversion_boundary.stress.moderate.util0.514517.inv0.590616.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.590616,,,,,,,-0.6897538637664568,-0.8720742758659032,,stress,24,20260810,0.514517,,
sobolB.idx24.case2b_prediction_inversion_boundary.stress.moderate.util0.514517.inv0.590616.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.590616,,,,,,,-0.6898517673888256,-0.8696389359868804,,stress,24,20260810,0.514517,,
sobolB.idx24.case2b_prediction_inversion_boundary.stress.moderate.util0.514517.inv0.590616.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.590616,,,,,,,-0.6914285714285714,-0.870927840782744,,stress,24,20260810,0.514517,,
sobolB.idx24.case2b_prediction_inversion_boundary.stress.strong.util0.514517.inv0.590616.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.590616,,,,,,,-0.6883852691218131,-0.8721760635785144,,stress,24,20260810,0.514517,,
sobolB.idx24.case2b_prediction_inversion_boundary.stress.strong.util0.514517.inv0.590616.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.590616,,,,,,,-0.688737973967176,-0.8722074024674891,,stress,24,20260810,0.514517,,
sobolB.idx24.case2b_prediction_inversion_boundary.stress.strong.util0.514517.inv0.590616.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.590616,,,,,,,-0.688737973967176,-0.8709153051017005,,stress,24,20260810,0.514517,,
sobolB.idx24.case2b_prediction_inversion_boundary.stress.strong.util0.514517.inv0.590616.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.590616,,,,,,,-0.6893424036281179,-0.8722280887011616,,stress,24,20260810,0.514517,,
sobolB.idx25.case2b_prediction_inversion_boundary.stress.moderate.util0.981056.inv0.276838.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.276838,,,,,,,0.06902452937820878,-0.21157534817779997,,stress,25,20260810,0.981056,,
sobolB.idx25.case2b_prediction_inversion_boundary.stress.moderate.util0.981056.inv0.276838.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.276838,,,,,,,0.07024557395773844,-0.21143047756713185,,stress,25,20260810,0.981056,,
sobolB.idx25.case2b_prediction_inversion_boundary.stress.moderate.util0.981056.inv0.276838.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.276838,,,,,,,0.06537805571347356,-0.2117741890652361,,stress,25,20260810,0.981056,,
sobolB.idx25.case2b_prediction_inversion_boundary.stress.moderate.util0.981056.inv0.276838.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.276838,,,,,,,0.07077625570776255,-0.2090143428952635,,stress,25,20260810,0.981056,,
sobolB.idx25.case2b_prediction_inversion_boundary.stress.strong.util0.981056.inv0.276838.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.276838,,,,,,,0.0708215297450425,-0.21138188790396528,,stress,25,20260810,0.981056,,
sobolB.idx25.case2b_prediction_inversion_boundary.stress.strong.util0.981056.inv0.276838.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.276838,,,,,,,0.06787330316742081,-0.21151494942758695,,stress,25,20260810,0.981056,,
sobolB.idx25.case2b_prediction_inversion_boundary.stress.strong.util0.981056.inv0.276838.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.276838,,,,,,,0.06787330316742081,-0.21151494942758695,,stress,25,20260810,0.981056,,
sobolB.idx25.case2b_prediction_inversion_boundary.stress.strong.util0.981056.inv0.276838.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.276838,,,,,,,0.07029478458049887,-0.21141555049185795,,stress,25,20260810,0.981056,,
sobolB.idx26.case2b_prediction_inversion_boundary.stress.moderate.util0.949762.inv0.760128.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.760128,,,,,,,-0.9004576659038902,-0.9747032496594666,,stress,26,20260810,0.949762,,
sobolB.idx26.case2b_prediction_inversion_boundary.stress.moderate.util0.949762.inv0.760128.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.760128,,,,,,,-0.8979357798165137,-0.9729526880524825,,stress,26,20260810,0.949762,,
sobolB.idx26.case2b_prediction_inversion_boundary.stress.moderate.util0.949762.inv0.760128.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.760128,,,,,,,-0.8996006845407872,-0.9747338577424466,,stress,26,20260810,0.949762,,
sobolB.idx26.case2b_prediction_inversion_boundary.stress.moderate.util0.949762.inv0.760128.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.760128,,,,,,,-0.89937106918239,-0.9738575717144763,,stress,26,20260810,0.949762,,
sobolB.idx26.case2b_prediction_inversion_boundary.stress.strong.util0.949762.inv0.760128.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.760128,,,,,,,-0.8980169971671388,-0.9747130908383581,,stress,26,20260810,0.949762,,
sobolB.idx26.case2b_prediction_inversion_boundary.stress.strong.util0.949762.inv0.760128.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.760128,,,,,,,-0.8981324278438031,-0.9747415805268421,,stress,26,20260810,0.949762,,
sobolB.idx26.case2b_prediction_inversion_boundary.stress.strong.util0.949762.inv0.760128.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.760128,,,,,,,-0.8981324278438031,-0.9747415805268421,,stress,26,20260810,0.949762,,
sobolB.idx26.case2b_prediction_inversion_boundary.stress.strong.util0.949762.inv0.760128.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.760128,,,,,,,-0.8967082860385925,-0.9738648363252377,,stress,26,20260810,0.949762,,
sobolB.idx27.case2b_prediction_inversion_boundary.stress.moderate.util0.773264.inv0.07611.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.07611,,,,,,,0.7380410022779044,0.6258304839740916,,stress,27,20260810,0.773264,,
sobolB.idx27.case2b_prediction_inversion_boundary.stress.moderate.util0.773264.inv0.07611.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.07611,,,,,,,0.7464306110793832,0.6355006393506422,,stress,27,20260810,0.773264,,
sobolB.idx27.case2b_prediction_inversion_boundary.stress.moderate.util0.773264.inv0.07611.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.07611,,,,,,,0.742743312464428,0.6321538760875003,,stress,27,20260810,0.773264,,
sobolB.idx27.case2b_prediction_inversion_boundary.stress.moderate.util0.773264.inv0.07611.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.07611,,,,,,,0.7445838084378563,0.6323660217923059,,stress,27,20260810,0.773264,,
sobolB.idx27.case2b_prediction_inversion_boundary.stress.strong.util0.773264.inv0.07611.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.07611,,,,,,,0.7396717600452745,0.625976046905827,,stress,27,20260810,0.773264,,
sobolB.idx27.case2b_prediction_inversion_boundary.stress.strong.util0.773264.inv0.07611.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.07611,,,,,,,0.7398190045248869,0.6259864399244192,,stress,27,20260810,0.773264,,
sobolB.idx27.case2b_prediction_inversion_boundary.stress.strong.util0.773264.inv0.07611.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.07611,,,,,,,0.7398190045248869,0.6259864399244192,,stress,27,20260810,0.773264,,
sobolB.idx27.case2b_prediction_inversion_boundary.stress.strong.util0.773264.inv0.07611.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.07611,,,,,,,0.741643059490085,0.626049019062969,,stress,27,20260810,0.773264,,
sobolB.idx28.case2b_prediction_inversion_boundary.stress.moderate.util0.702803.inv0.890699.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.890699,,,,,,,-0.9827981651376146,-0.9972896338920856,,stress,28,20260810,0.702803,,
sobolB.idx28.case2b_prediction_inversion_boundary.stress.moderate.util0.702803.inv0.890699.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.890699,,,,,,,-0.9839541547277937,-0.997720575971535,,stress,28,20260810,0.702803,,
sobolB.idx28.case2b_prediction_inversion_boundary.stress.moderate.util0.702803.inv0.890699.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.890699,,,,,,,-0.9863091842555619,-0.9980821080134529,,stress,28,20260810,0.702803,,
sobolB.idx28.case2b_prediction_inversion_boundary.stress.moderate.util0.702803.inv0.890699.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.890699,,,,,,,-0.9828178694158075,-0.9976095174560816,,stress,28,20260810,0.702803,,
sobolB.idx28.case2b_prediction_inversion_boundary.stress.strong.util0.702803.inv0.890699.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.890699,,,,,,,-0.9829931972789115,-0.9979714897046155,,stress,28,20260810,0.702803,,
sobolB.idx28.case2b_prediction_inversion_boundary.stress.strong.util0.702803.inv0.890699.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.890699,,,,,,,-0.9841539332201471,-0.9980826942314103,,stress,28,20260810,0.702803,,
sobolB.idx28.case2b_prediction_inversion_boundary.stress.strong.util0.702803.inv0.890699.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.890699,,,,,,,-0.9841539332201471,-0.9980826942314103,,stress,28,20260810,0.702803,,
sobolB.idx28.case2b_prediction_inversion_boundary.stress.strong.util0.702803.inv0.890699.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.890699,,,,,,,-0.9829738933030647,-0.9979436447507365,,stress,28,20260810,0.702803,,
sobolB.idx29.case2b_prediction_inversion_boundary.stress.moderate.util0.870223.inv0.21058.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.21058,,,,,,,0.27438676554478036,0.02885497456425652,,stress,29,20260810,0.870223,,
sobolB.idx29.case2b_prediction_inversion_boundary.stress.moderate.util0.870223.inv0.21058.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.21058,,,,,,,0.2781267846944603,0.026588647356424085,,stress,29,20260810,0.870223,,
sobolB.idx29.case2b_prediction_inversion_boundary.stress.moderate.util0.870223.inv0.21058.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.21058,,,,,,,0.27231381466742466,0.023598410095338685,,stress,29,20260810,0.870223,,
sobolB.idx29.case2b_prediction_inversion_boundary.stress.moderate.util0.870223.inv0.21058.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.21058,,,,,,,0.2766685681688534,0.02387702913053146,,stress,29,20260810,0.870223,,
sobolB.idx29.case2b_prediction_inversion_boundary.stress.strong.util0.870223.inv0.21058.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.21058,,,,,,,0.27519818799546997,0.023841942923833608,,stress,29,20260810,0.870223,,
sobolB.idx29.case2b_prediction_inversion_boundary.stress.strong.util0.870223.inv0.21058.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.21058,,,,,,,0.2737556561085973,0.02378570634655996,,stress,29,20260810,0.870223,,
sobolB.idx29.case2b_prediction_inversion_boundary.stress.strong.util0.870223.inv0.21058.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.21058,,,,,,,0.2737556561085973,0.02378570634655996,,stress,29,20260810,0.870223,,
sobolB.idx29.case2b_prediction_inversion_boundary.stress.strong.util0.870223.inv0.21058.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.21058,,,,,,,0.2747875354107649,0.023814816873228478,,stress,29,20260810,0.870223,,
sobolB.idx30.case2b_prediction_inversion_boundary.stress.moderate.util1.060889.inv0.693878.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.693878,,,,,,,-0.8307604345340195,-0.9462096572429319,,stress,30,20260810,1.060889,,
sobolB.idx30.case2b_prediction_inversion_boundary.stress.moderate.util1.060889.inv0.693878.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.693878,,,,,,,-0.8293241695303551,-0.9450297437037861,,stress,30,20260810,1.060889,,
sobolB.idx30.case2b_prediction_inversion_boundary.stress.moderate.util1.060889.inv0.693878.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.693878,,,,,,,-0.8288648031945237,-0.945201100703227,,stress,30,20260810,1.060889,,
sobolB.idx30.case2b_prediction_inversion_boundary.stress.moderate.util1.060889.inv0.693878.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.693878,,,,,,,-0.8295194508009154,-0.9441572159217256,,stress,30,20260810,1.060889,,
sobolB.idx30.case2b_prediction_inversion_boundary.stress.strong.util1.060889.inv0.693878.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.693878,,,,,,,-0.8277620396600567,-0.9461472198293828,,stress,30,20260810,1.060889,,
sobolB.idx30.case2b_prediction_inversion_boundary.stress.strong.util1.060889.inv0.693878.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.693878,,,,,,,-0.8279569892473119,-0.9461765032788705,,stress,30,20260810,1.060889,,
sobolB.idx30.case2b_prediction_inversion_boundary.stress.strong.util1.060889.inv0.693878.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.693878,,,,,,,-0.8279569892473119,-0.9461765032788705,,stress,30,20260810,1.060889,,
sobolB.idx30.case2b_prediction_inversion_boundary.stress.strong.util1.060889.inv0.693878.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.693878,,,,,,,-0.8275666477595008,-0.9451592285888958,,stress,30,20260810,1.060889,,
sobolB.idx31.case2b_prediction_inversion_boundary.stress.moderate.util0.584683.inv0.376186.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.376186,,,,,,,-0.20342857142857143,-0.48789369805131616,,stress,31,20260810,0.584683,,
sobolB.idx31.case2b_prediction_inversion_boundary.stress.moderate.util0.584683.inv0.376186.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.376186,,,,,,,-0.20411663807890223,-0.49204981375437823,,stress,31,20260810,0.584683,,
sobolB.idx31.case2b_prediction_inversion_boundary.stress.moderate.util0.584683.inv0.376186.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.376186,,,,,,,-0.20932878270762229,-0.4924813075020152,,stress,31,20260810,0.584683,,
sobolB.idx31.case2b_prediction_inversion_boundary.stress.moderate.util0.584683.inv0.376186.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.376186,,,,,,,-0.20662100456621005,-0.49221703357794083,,stress,31,20260810,0.584683,,
sobolB.idx31.case2b_prediction_inversion_boundary.stress.strong.util0.584683.inv0.376186.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.376186,,,,,,,-0.20453257790368273,-0.49209436741045365,,stress,31,20260810,0.584683,,
sobolB.idx31.case2b_prediction_inversion_boundary.stress.strong.util0.584683.inv0.376186.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.376186,,,,,,,-0.20543293718166383,-0.4921362676447704,,stress,31,20260810,0.584683,,
sobolB.idx31.case2b_prediction_inversion_boundary.stress.strong.util0.584683.inv0.376186.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.376186,,,,,,,-0.20701357466063347,-0.49221962876514397,,stress,31,20260810,0.584683,,
sobolB.idx31.case2b_prediction_inversion_boundary.stress.strong.util0.584683.inv0.376186.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.376186,,,,,,,-0.20521541950113378,-0.4921358306007892,,stress,31,20260810,0.584683,,
sobolB.idx32.case2b_prediction_inversion_boundary.stress.moderate.util0.580832.inv0.907573.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.907573,,,,,,,-0.9827981651376146,-0.9972896338920856,,stress,32,20260810,0.580832,,
sobolB.idx32.case2b_prediction_inversion_boundary.stress.moderate.util0.580832.inv0.907573.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.907573,,,,,,,-0.9839541547277937,-0.997720575971535,,stress,32,20260810,0.580832,,
sobolB.idx32.case2b_prediction_inversion_boundary.stress.moderate.util0.580832.inv0.907573.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.907573,,,,,,,-0.9863091842555619,-0.9980821080134529,,stress,32,20260810,0.580832,,
sobolB.idx32.case2b_prediction_inversion_boundary.stress.moderate.util0.580832.inv0.907573.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.907573,,,,,,,-0.9828178694158075,-0.9976095174560816,,stress,32,20260810,0.580832,,
sobolB.idx32.case2b_prediction_inversion_boundary.stress.strong.util0.580832.inv0.907573.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.907573,,,,,,,-0.9829931972789115,-0.9979714897046155,,stress,32,20260810,0.580832,,
sobolB.idx32.case2b_prediction_inversion_boundary.stress.strong.util0.580832.inv0.907573.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,strong,0.907573,,,,,,,-0.9841539332201471,-0.9980826942314103,,stress,32,20260810,0.580832,,
sobolB.idx32.case2b_prediction_inversion_boundary.stress.strong.util0.580832.inv0.907573.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,strong,0.907573,,,,,,,-0.9841539332201471,-0.9980826942314103,,stress,32,20260810,0.580832,,
sobolB.idx32.case2b_prediction_inversion_boundary.stress.strong.util0.580832.inv0.907573.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,strong,0.907573,,,,,,,-0.9829738933030647,-0.9979436447507365,,stress,32,20260810,0.580832,,
sobolB.idx33.case2b_prediction_inversion_boundary.stress.moderate.util1.046209.inv0.225508.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,moderate,0.225508,,,,,,,0.17190177041690463,-0.09136018680677174,,stress,33,20260810,1.046209,,
sobolB.idx33.case2b_prediction_inversion_boundary.stress.moderate.util1.046209.inv0.225508.s20260810,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260810,,sobol_family_b_prediction_sensitive,moderate,0.225508,,,,,,,0.17190177041690463,-0.09884916884416524,,stress,33,20260810,1.046209,,
sobolB.idx33.case2b_prediction_inversion_boundary.stress.moderate.util1.046209.inv0.225508.s20260811,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260811,,sobol_family_b_prediction_sensitive,moderate,0.225508,,,,,,,0.1665719158612848,-0.09920226811574061,,stress,33,20260810,1.046209,,
sobolB.idx33.case2b_prediction_inversion_boundary.stress.moderate.util1.046209.inv0.225508.s20260812,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260812,,sobol_family_b_prediction_sensitive,moderate,0.225508,,,,,,,0.17056474614945807,-0.09892706248610184,,stress,33,20260810,1.046209,,
sobolB.idx33.case2b_prediction_inversion_boundary.stress.strong.util1.046209.inv0.225508.s20260809,prediction_inversion_boundary,prediction_inversion_boundary_grid,sobol_pilot_v1,20260809,,sobol_family_b_prediction_sensitive,strong,0.225508,,,,,,,0.171671388101983,-0.09632645121849555,,stress,33,20260810,1.046209,,
