absolute_winner_margin,best_policy,best_value,classification,max_min_spread,objective_name,relative_winner_margin,second_best_policy,second_best_value,shape,tie_set,window_idx
0.0,vllm_faithful,0.75,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_attainment,0.0,sarathi_faithful,0.75,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",1
0.0,vllm_faithful,83.33333333333333,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,request_throughput,0.0,sarathi_faithful,83.33333333333333,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",1
0.0,vllm_faithful,0.6,NEAR_TIE,0.6,weighted_goodput,0.0,sarathi_faithful,0.6,admission_reorder_boundary,"['best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",2
0.0,vllm_faithful,0.6,NEAR_TIE,0.6,arrival_normalized_weighted_goodput,0.0,sarathi_faithful,0.6,admission_reorder_boundary,"['best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",2
0.0,vllm_faithful,300.0,NEAR_TIE,100.0,slo_success_throughput,0.0,sarathi_faithful,300.0,admission_reorder_boundary,"['best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",2
-0.0,vllm_faithful,0.0106,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0001999999999999988,p95_latency,-0.0,sarathi_faithful,0.0106,admission_reorder_boundary,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",2
0.0,vllm_faithful,0.6,NEAR_TIE,0.19999999999999996,slo_attainment,0.0,sarathi_faithful,0.6,admission_reorder_boundary,"['best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",2
0.0,vllm_faithful,500.0,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,request_throughput,0.0,sarathi_faithful,500.0,admission_reorder_boundary,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",2
0.9523809523809523,scorpio_style_slo_guard,1.0,STRONGLY_DISCRIMINATIVE,0.9523809523809523,weighted_goodput,0.9523809523809523,vllm_faithful,0.047619047619047616,long_prefill_overlap,['scorpio_style_slo_guard'],3
0.2142857142857143,scorpio_style_slo_guard,0.2619047619047619,STRONGLY_DISCRIMINATIVE,0.2142857142857143,arrival_normalized_weighted_goodput,0.8181818181818182,vllm_faithful,0.047619047619047616,long_prefill_overlap,['scorpio_style_slo_guard'],3
0.0,vllm_faithful,27.027027027027028,NEAR_TIE,26.455296052438342,slo_success_throughput,0.0,sarathi_faithful,27.027027027027028,long_prefill_overlap,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",3
0.03795,scorpio_style_slo_guard,0.006000000000000002,STRONGLY_DISCRIMINATIVE,0.03795,p95_latency,6.3249999999999975,vllm_faithful,0.043949999999999996,long_prefill_overlap,['scorpio_style_slo_guard'],3
0.9523809523809523,scorpio_style_slo_guard,1.0,STRONGLY_DISCRIMINATIVE,0.9523809523809523,slo_attainment,0.9523809523809523,vllm_faithful,0.04761904761904767,long_prefill_overlap,['scorpio_style_slo_guard'],3
0.0,vllm_faithful,567.5675675675676,NEAR_TIE,565.3845947555017,request_throughput,0.0,sarathi_faithful,567.5675675675676,long_prefill_overlap,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",3
0.25,edf,1.0,STRONGLY_DISCRIMINATIVE,1.0,weighted_goodput,0.25,vllm_faithful,0.75,kv_pressure_admission_order,['edf'],4
0.25,edf,1.0,STRONGLY_DISCRIMINATIVE,1.0,arrival_normalized_weighted_goodput,0.25,vllm_faithful,0.75,kv_pressure_admission_order,['edf'],4
0.0,vllm_faithful,73.17073170731707,NEAR_TIE,15.47842401500938,slo_success_throughput,0.0,sarathi_faithful,73.17073170731707,kv_pressure_admission_order,"['best_fit', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",4
-0.0,vllm_faithful,0.04065,NEAR_TIE,0.012599999999999993,p95_latency,-0.0,sarathi_faithful,0.04065,kv_pressure_admission_order,"['best_fit', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",4
0.25,edf,1.0,STRONGLY_DISCRIMINATIVE,0.25,slo_attainment,0.25,vllm_faithful,0.75,kv_pressure_admission_order,['edf'],4
0.0,vllm_faithful,97.5609756097561,NEAR_TIE,26.13240418118467,request_throughput,0.0,sarathi_faithful,97.5609756097561,kv_pressure_admission_order,"['best_fit', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",4
0.0,vllm_faithful,1.0,NEAR_TIE,1.0,weighted_goodput,0.0,sarathi_faithful,1.0,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",5
0.0,vllm_faithful,1.0,NEAR_TIE,1.0,arrival_normalized_weighted_goodput,0.0,sarathi_faithful,1.0,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",5
0.0,vllm_faithful,113.63636363636364,NEAR_TIE,2.525252525252526,slo_success_throughput,0.0,sarathi_faithful,113.63636363636364,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",5
-0.0,admission_control,0.0426,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0007999999999999952,p95_latency,-0.0,weighted_shortest_processing,0.0426,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",5
0.0,vllm_faithful,1.0,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_attainment,0.0,sarathi_faithful,1.0,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",5
0.0,vllm_faithful,113.63636363636364,NEAR_TIE,2.525252525252526,request_throughput,0.0,sarathi_faithful,113.63636363636364,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",5
0.0,vllm_faithful,0.3333333333333333,NEAR_TIE,0.3333333333333333,weighted_goodput,0.0,sarathi_faithful,0.3333333333333333,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",6
0.0,vllm_faithful,0.3333333333333333,NEAR_TIE,0.3333333333333333,arrival_normalized_weighted_goodput,0.0,sarathi_faithful,0.3333333333333333,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",6
0.0,vllm_faithful,16.39344262295082,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_success_throughput,0.0,sarathi_faithful,16.39344262295082,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",6
-0.0,vllm_faithful,0.10525,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,p95_latency,-0.0,sarathi_faithful,0.10525,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",6
0.0,vllm_faithful,0.33333333333333337,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_attainment,0.0,sarathi_faithful,0.33333333333333337,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",6
0.0,vllm_faithful,49.18032786885246,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,request_throughput,0.0,sarathi_faithful,49.18032786885246,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",6
0.0,vllm_faithful,1.0,NEAR_TIE,1.0,weighted_goodput,0.0,sarathi_faithful,1.0,admission_reorder_boundary,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",7
0.0,vllm_faithful,1.0,NEAR_TIE,1.0,arrival_normalized_weighted_goodput,0.0,sarathi_faithful,1.0,admission_reorder_boundary,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",7
0.0,vllm_faithful,136.36363636363637,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_success_throughput,0.0,sarathi_faithful,136.36363636363637,admission_reorder_boundary,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",7
-0.0,weighted_shortest_processing,0.0228,ALL_COMPLETE_OR_EFFECTIVELY_TIED,9.99999999999994e-05,p95_latency,-0.0,estimated_service_time_first,0.0228,admission_reorder_boundary,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",7
0.0,vllm_faithful,1.0,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_attainment,0.0,sarathi_faithful,1.0,admission_reorder_boundary,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",7
0.0,vllm_faithful,136.36363636363637,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,request_throughput,0.0,sarathi_faithful,136.36363636363637,admission_reorder_boundary,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",7
0.375,scorpio_style_slo_guard,1.0,STRONGLY_DISCRIMINATIVE,0.375,weighted_goodput,0.375,vllm_faithful,0.625,long_prefill_overlap,['scorpio_style_slo_guard'],8
0.125,scorpio_style_slo_guard,0.75,STRONGLY_DISCRIMINATIVE,0.125,arrival_normalized_weighted_goodput,0.16666666666666666,vllm_faithful,0.625,long_prefill_overlap,['scorpio_style_slo_guard'],8
0.0,vllm_faithful,98.0392156862745,NEAR_TIE,97.1401147871736,slo_success_throughput,0.0,sarathi_faithful,98.0392156862745,long_prefill_overlap,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",8
0.025650000000000003,scorpio_style_slo_guard,0.021,STRONGLY_DISCRIMINATIVE,0.025650000000000003,p95_latency,1.2214285714285715,vllm_faithful,0.046650000000000004,long_prefill_overlap,['scorpio_style_slo_guard'],8
0.375,scorpio_style_slo_guard,1.0,STRONGLY_DISCRIMINATIVE,0.375,slo_attainment,0.375,vllm_faithful,0.625,long_prefill_overlap,['scorpio_style_slo_guard'],8
0.0,vllm_faithful,156.8627450980392,NEAR_TIE,155.663943899238,request_throughput,0.0,sarathi_faithful,156.8627450980392,long_prefill_overlap,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",8
0.0,edf,1.0,NEAR_TIE,1.0,weighted_goodput,0.0,weighted_shortest_processing,1.0,kv_pressure_admission_order,"['edf', 'estimated_service_time_first', 'weighted_shortest_processing']",9
0.0,edf,1.0,NEAR_TIE,1.0,arrival_normalized_weighted_goodput,0.0,weighted_shortest_processing,1.0,kv_pressure_admission_order,"['edf', 'estimated_service_time_first', 'weighted_shortest_processing']",9
0.0,edf,113.20754716981132,NEAR_TIE,53.20754716981132,slo_success_throughput,0.0,weighted_shortest_processing,113.20754716981132,kv_pressure_admission_order,"['edf', 'estimated_service_time_first', 'weighted_shortest_processing']",9
-0.0,vllm_faithful,0.03725,NEAR_TIE,0.014000000000000005,p95_latency,-0.0,sarathi_faithful,0.03725,kv_pressure_admission_order,"['best_fit', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful']",9
0.0,edf,1.0,NEAR_TIE,0.5,slo_attainment,0.0,weighted_shortest_processing,1.0,kv_pressure_admission_order,"['edf', 'estimated_service_time_first', 'weighted_shortest_processing']",9
0.0,vllm_faithful,162.16216216216216,NEAR_TIE,48.95461499235084,request_throughput,0.0,sarathi_faithful,162.16216216216216,kv_pressure_admission_order,"['best_fit', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful']",9
0.0,vllm_faithful,1.0,NEAR_TIE,1.0,weighted_goodput,0.0,sarathi_faithful,1.0,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",10
0.0,vllm_faithful,1.0,NEAR_TIE,1.0,arrival_normalized_weighted_goodput,0.0,sarathi_faithful,1.0,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",10
0.0,vllm_faithful,148.14814814814815,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_success_throughput,0.0,sarathi_faithful,148.14814814814815,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",10
-0.0,vllm_faithful,0.02785,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,p95_latency,-0.0,sarathi_faithful,0.02785,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",10
0.0,vllm_faithful,1.0,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_attainment,0.0,sarathi_faithful,1.0,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",10
0.0,vllm_faithful,148.14814814814815,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,request_throughput,0.0,sarathi_faithful,148.14814814814815,same_arrival_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",10
0.0,vllm_faithful,0.3333333333333333,NEAR_TIE,0.3333333333333333,weighted_goodput,0.0,sarathi_faithful,0.3333333333333333,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",11
0.0,vllm_faithful,0.3333333333333333,NEAR_TIE,0.3333333333333333,arrival_normalized_weighted_goodput,0.0,sarathi_faithful,0.3333333333333333,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",11
0.0,vllm_faithful,21.73913043478261,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_success_throughput,0.0,sarathi_faithful,21.73913043478261,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",11
-0.0,vllm_faithful,0.086,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,p95_latency,-0.0,sarathi_faithful,0.086,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",11
0.0,vllm_faithful,0.33333333333333337,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,slo_attainment,0.0,sarathi_faithful,0.33333333333333337,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",11
0.0,vllm_faithful,65.21739130434783,ALL_COMPLETE_OR_EFFECTIVELY_TIED,0.0,request_throughput,0.0,sarathi_faithful,65.21739130434783,closely_spaced_heterogeneous_cluster,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",11
0.0,edf,1.0,NEAR_TIE,1.0,weighted_goodput,0.0,weighted_shortest_processing,1.0,admission_reorder_boundary,"['edf', 'estimated_service_time_first', 'weighted_shortest_processing']",12
0.0,edf,1.0,NEAR_TIE,1.0,arrival_normalized_weighted_goodput,0.0,weighted_shortest_processing,1.0,admission_reorder_boundary,"['edf', 'estimated_service_time_first', 'weighted_shortest_processing']",12
0.0,weighted_shortest_processing,181.81818181818184,NEAR_TIE,56.81818181818184,slo_success_throughput,0.0,estimated_service_time_first,181.81818181818184,admission_reorder_boundary,"['estimated_service_time_first', 'weighted_shortest_processing']",12
-0.0,vllm_faithful,0.020449999999999992,NEAR_TIE,0.0015500000000000028,p95_latency,-0.0,sarathi_faithful,0.020449999999999992,admission_reorder_boundary,"['best_fit', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",12
0.0,edf,1.0,NEAR_TIE,0.25,slo_attainment,0.0,weighted_shortest_processing,1.0,admission_reorder_boundary,"['edf', 'estimated_service_time_first', 'weighted_shortest_processing']",12
0.0,vllm_faithful,181.81818181818184,NEAR_TIE,15.151515151515184,request_throughput,0.0,sarathi_faithful,181.81818181818184,admission_reorder_boundary,"['best_fit', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",12
0.023255813953488413,scorpio_style_slo_guard,1.0,STRONGLY_DISCRIMINATIVE,0.023255813953488413,weighted_goodput,0.023255813953488413,vllm_faithful,0.9767441860465116,long_prefill_overlap,['scorpio_style_slo_guard'],13
0.0,vllm_faithful,0.9767441860465116,NEAR_TIE,0.046511627906976716,arrival_normalized_weighted_goodput,0.0,sarathi_faithful,0.9767441860465116,long_prefill_overlap,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",13
0.0,vllm_faithful,700.0,NEAR_TIE,692.6157367879377,slo_success_throughput,0.0,sarathi_faithful,700.0,long_prefill_overlap,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",13
0.007899999999999994,scorpio_style_slo_guard,0.021000000000000005,STRONGLY_DISCRIMINATIVE,0.007899999999999994,p95_latency,0.3761904761904758,vllm_faithful,0.0289,long_prefill_overlap,['scorpio_style_slo_guard'],13
0.023255813953488413,scorpio_style_slo_guard,1.0,STRONGLY_DISCRIMINATIVE,0.023255813953488413,slo_attainment,0.023255813953488413,vllm_faithful,0.9767441860465116,long_prefill_overlap,['scorpio_style_slo_guard'],13
0.0,vllm_faithful,716.6666666666667,NEAR_TIE,708.7285837136999,request_throughput,0.0,sarathi_faithful,716.6666666666667,long_prefill_overlap,"['admission_control', 'best_fit', 'edf', 'estimated_service_time_first', 'fifo', 'multi_bin_batching', 'sarathi_faithful', 'vllm_chunked_prefill_faithful', 'vllm_faithful', 'weighted_shortest_processing']",13
0.0,weighted_shortest_processing,0.6666666666666666,NEAR_TIE,0.6666666666666666,weighted_goodput,0.0,estimated_service_time_first,0.6666666666666666,kv_pressure_admission_order,"['estimated_service_time_first', 'weighted_shortest_processing']",14
