all_alternatives_harmful,all_alternatives_zero,axis,beneficial_opportunity,condition_id,max_a_lat,mean_ref_latency,mixed_beneficial_and_harmful,num_non_sbs_branches,oracle_headroom,p95_ref_latency,source_dataset,state_id,window_index
1,0,active_sequence_capacity,0,active_4,-0.0001279069767441965,0.05367333281317432,0,1,0.0,0.1422855091094971,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step1977,11
0,0,active_sequence_capacity,1,active_4,2.469135802470046e-05,0.05319295975014024,0,1,2.469135802470046e-05,0.1477710361480713,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2053,11
0,0,active_sequence_capacity,1,active_4,0.0008750000000000147,0.058703442454338166,1,2,0.0008750000000000147,0.13148320951461778,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2746,11
1,0,active_sequence_capacity,0,active_4,-2.1276595744641746e-05,0.05909636578661336,0,2,0.0,0.1322386133193968,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2757,11
1,0,active_sequence_capacity,0,active_4,-0.0005434782608695343,0.05964448356628425,0,1,0.0,0.1193254895210265,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2765,11
0,0,active_sequence_capacity,1,active_4,0.0008222222222222658,0.05889940312703455,0,2,0.0008222222222222658,0.1094509693145751,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2768,11
0,0,active_sequence_capacity,1,active_4,0.0007727272727272791,0.05960063674233185,0,2,0.0007727272727272791,0.10959852361679094,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2772,11
0,0,active_sequence_capacity,1,active_4,0.00013953488372093342,0.06075493085107146,1,2,0.00013953488372093342,0.11233596096038823,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2776,11
0,0,active_sequence_capacity,1,active_4,0.00011904761904762973,0.06114045152210061,1,2,0.00011904761904762973,0.11276353197097766,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2784,11
0,0,active_sequence_capacity,1,active_4,0.0009756097560975688,0.061128657550346646,0,2,0.0009756097560975688,0.14577103614807152,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2794,11
0,0,active_sequence_capacity,1,active_4,0.0007000000000000062,0.061059701299667424,0,2,0.0007000000000000062,0.1467134865760802,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2796,11
0,0,active_sequence_capacity,1,active_4,0.0009487179487179531,0.060405952355800596,1,2,0.0009487179487179531,0.1190559370040897,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2808,11
1,0,active_sequence_capacity,0,active_4,-0.00036842105263157343,0.06277718865244018,0,2,0.0,0.15004838743209825,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2817,11
1,0,active_sequence_capacity,0,active_4,-0.00035135135135133666,0.06379254464845405,0,2,0.0,0.15314083786010713,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2819,11
1,0,active_sequence_capacity,0,active_4,-0.006722222222222227,0.07098589038848885,0,1,0.0,0.202907792568207,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2826,11
0,0,active_sequence_capacity,1,active_4,8.571428571428619e-05,0.06483759945460735,1,2,8.571428571428619e-05,0.1439257387161254,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2842,11
1,0,active_sequence_capacity,0,active_4,-0.00020588235294116686,0.06372508884878726,0,2,0.0,0.15396818914413446,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2851,11
1,0,active_sequence_capacity,0,active_4,-0.0019393939393939214,0.06649457307295371,0,1,0.0,0.17931063957214363,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2871,11
1,0,active_sequence_capacity,0,active_4,-0.00037499999999998646,0.06543443220853812,0,1,0.0,0.1724530900001527,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2886,11
1,0,active_sequence_capacity,0,active_4,-0.00035483870967741027,0.06274615466210157,0,1,0.0,0.16946656131744398,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2887,11
1,0,active_sequence_capacity,0,active_4,-0.0013999999999999915,0.06241699473063158,0,1,0.0,0.16063190965652446,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2894,11
1,0,active_sequence_capacity,0,active_4,-0.0008275862068965398,0.06027689091912638,0,1,0.0,0.16529725799560538,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2903,11
1,0,active_sequence_capacity,0,active_4,-0.00046428571428570875,0.06087841817310886,0,1,0.0,0.1696126063346863,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2923,11
0,0,active_sequence_capacity,1,active_4,0.0002307692307692219,0.05341009946969847,0,1,0.0002307692307692219,0.0655319962501526,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step2941,11
0,0,active_sequence_capacity,1,active_4,0.00028571428571431967,0.06664137663160055,1,2,0.00028571428571431967,0.23584352998733507,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step3200,11
0,0,active_sequence_capacity,1,active_4,7.692307692307165e-05,0.06994487028855552,0,1,7.692307692307165e-05,0.26004103393554623,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step3217,11
0,0,active_sequence_capacity,1,active_4,0.00018032786885246316,0.04563970114494287,0,1,0.00018032786885246316,0.1250263343811037,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step545,11
0,0,active_sequence_capacity,1,active_4,4.9450549450547054e-05,0.04591371569790688,0,1,4.9450549450547054e-05,0.125427631187439,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step554,11
0,0,active_sequence_capacity,1,active_4,7.734806629833973e-05,0.04595393447454469,0,1,7.734806629833973e-05,0.12582892799377454,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step578,11
0,0,active_sequence_capacity,1,active_4,6.703910614525715e-05,0.045239894110397305,0,1,6.703910614525715e-05,0.1186055854797364,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step608,11
1,0,active_sequence_capacity,0,active_4,-2.2727272727271486e-05,0.04493752914125275,0,1,0.0,0.1198094758987428,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step636,11
0,0,active_sequence_capacity,1,active_4,5.7471264367815744e-05,0.04509661603247988,1,2,5.7471264367815744e-05,0.12061206951141365,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step646,11
1,0,active_sequence_capacity,0,active_4,-8.670520231213869e-05,0.04539887980643041,0,2,0.0,0.1210133663177492,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step653,11
1,0,active_sequence_capacity,0,active_4,-3.488372093023856e-05,0.04551794816172406,0,2,0.0,0.12141466312408451,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step660,11
0,0,active_sequence_capacity,1,active_4,7.017543859649117e-05,0.04550967832197229,1,2,7.017543859649117e-05,0.12181595993042005,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step671,11
1,0,active_sequence_capacity,0,active_4,-5.882352941175006e-06,0.045291299292620546,0,1,0.0,0.12221725673675536,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step686,11
0,0,active_sequence_capacity,1,active_4,3.0487804878055746e-05,0.04543999182305691,0,2,3.0487804878055746e-05,0.12462503757476814,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step750,11
0,0,active_sequence_capacity,1,active_4,2.4539877300604196e-05,0.04557907687228157,0,1,2.4539877300604196e-05,0.1250263343811037,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step759,11
1,0,active_sequence_capacity,0,active_4,-1.8518518518521876e-05,0.04574789217960693,0,1,0.0,0.125427631187439,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_4::step768,11
0,0,active_sequence_capacity,1,active_8,0.00012244897959184237,0.042888453931224674,0,2,0.00012244897959184237,0.0653249824523926,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_8::step2739,11
0,0,active_sequence_capacity,1,active_8,0.00012500000000000705,0.04353677578767149,1,2,0.00012500000000000705,0.06546698493957523,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_8::step2746,11
0,0,active_sequence_capacity,1,active_8,6.38297872340432e-05,0.04409636578661339,1,2,6.38297872340432e-05,0.06560898742675783,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_8::step2757,11
1,0,active_sequence_capacity,0,active_8,-2.1739130434780818e-05,0.04466441743270219,0,2,0.0,0.06575098991394046,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_8::step2760,11
1,0,active_sequence_capacity,0,active_8,-2.2222222222222088e-05,0.04508889198303231,0,1,0.0,0.06589299240112306,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_8::step2764,11
1,0,active_sequence_capacity,0,active_8,-5.714285714282508e-06,0.037968349718366406,0,1,0.0,0.11403424873352064,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_8::step643,11
0,0,active_sequence_capacity,1,active_8,2.298850574711936e-05,0.03809661603247988,0,1,2.298850574711936e-05,0.11430344467163105,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::active_8::step646,11
0,0,kv_capacity,1,kv_16000,0.011931034482758618,0.053656201263953957,0,1,0.011931034482758618,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2875,11
0,0,kv_capacity,1,kv_16000,0.011793103448275874,0.0537941322984367,0,1,0.011793103448275874,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2876,11
0,0,kv_capacity,1,kv_16000,0.011655172413793081,0.05393206333291949,0,1,0.011655172413793081,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2877,11
0,0,kv_capacity,1,kv_16000,0.011517241379310338,0.05406999436740224,0,1,0.011517241379310338,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2878,11
0,0,kv_capacity,1,kv_16000,0.01137931034482758,0.054207925401884995,0,1,0.01137931034482758,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2879,11
0,0,kv_capacity,1,kv_16000,0.011241379310344836,0.05434585643636774,0,1,0.011241379310344836,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2880,11
0,0,kv_capacity,1,kv_16000,0.011103448275862064,0.05448378747085051,0,1,0.011103448275862064,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2881,11
0,0,kv_capacity,1,kv_16000,0.010931034482758603,0.05465620126395397,0,1,0.010931034482758603,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2882,11
0,0,kv_capacity,1,kv_16000,0.010758620689655163,0.05482861505705741,0,1,0.010758620689655163,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2883,11
0,0,kv_capacity,1,kv_16000,0.01058620689655173,0.055001028850160845,0,1,0.01058620689655173,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2884,11
0,0,kv_capacity,1,kv_16000,0.010413793103448268,0.055173442643264306,0,1,0.010413793103448268,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2885,11
0,0,kv_capacity,1,kv_16000,0.010241379310344814,0.05534585643636776,0,1,0.010241379310344814,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2886,11
0,0,kv_capacity,1,kv_16000,0.01006896551724138,0.055518270229471194,0,1,0.01006896551724138,0.15295642776489235,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2887,11
0,0,kv_capacity,1,kv_16000,0.009862068965517251,0.05572516678119532,0,1,0.009862068965517251,0.15329725799560523,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2888,11
0,0,kv_capacity,1,kv_16000,0.009655172413793107,0.05593206333291947,0,1,0.009655172413793107,0.15369725799560538,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2889,11
0,0,kv_capacity,1,kv_16000,0.011172413793103436,0.05441482195360914,0,1,0.011172413793103436,0.15409725799560534,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2890,11
0,0,kv_capacity,1,kv_16000,0.010999999999999989,0.054587235746712585,0,1,0.010999999999999989,0.1544972579956053,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2891,11
0,0,kv_capacity,1,kv_16000,0.00013793103448273003,0.06544930471222984,0,1,0.00013793103448273003,0.33689466667175244,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2899,11
0,0,kv_capacity,1,kv_16000,0.0002068965517241228,0.06538033919498845,0,1,0.0002068965517241228,0.33689466667175244,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2900,11
0,0,kv_capacity,1,kv_16000,0.0001724137931034403,0.06541482195360913,0,1,0.0001724137931034403,0.33689466667175244,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2901,11
0,0,kv_capacity,1,kv_16000,0.00013793103448275779,0.06544930471222982,0,1,0.00013793103448275779,0.33689466667175244,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2902,11
0,0,kv_capacity,1,kv_16000,0.00010344827586204752,0.06548378747085053,0,1,0.00010344827586204752,0.33689466667175244,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2903,11
0,0,kv_capacity,1,kv_16000,6.896551724136502e-05,0.06551827022947121,0,1,6.896551724136502e-05,0.33689466667175244,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2904,11
0,0,kv_capacity,1,kv_16000,3.448275862068251e-05,0.06555275298809189,0,1,3.448275862068251e-05,0.33689466667175244,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2905,11
0,0,kv_capacity,1,kv_16000,0.012115384615384625,0.05881887039771452,0,1,0.012115384615384625,0.17754330301284793,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2920,11
0,0,kv_capacity,1,kv_16000,0.011961538461538489,0.05897271655156066,0,1,0.011961538461538489,0.1777933030128479,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2921,11
0,0,kv_capacity,1,kv_16000,0.011807692307692338,0.05912656270540681,0,1,0.011807692307692338,0.178043303012848,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2922,11
0,0,kv_capacity,1,kv_16000,0.011653846153846167,0.05928040885925298,0,1,0.011653846153846167,0.17829330301284796,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2923,11
0,0,kv_capacity,1,kv_16000,0.01150000000000001,0.05943425501309914,0,1,0.01150000000000001,0.17854330301284793,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2924,11
0,0,kv_capacity,1,kv_16000,0.011346153846153874,0.059588101166945275,0,1,0.011346153846153874,0.1787933030128479,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2925,11
0,0,kv_capacity,1,kv_16000,0.011192307692307724,0.059741947320791425,0,1,0.011192307692307724,0.179043303012848,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2926,11
0,0,kv_capacity,1,kv_16000,0.011038461538461553,0.059895793474637596,0,1,0.011038461538461553,0.17929330301284796,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2927,11
0,0,kv_capacity,1,kv_16000,0.010884615384615395,0.06004963962848375,0,1,0.010884615384615395,0.17954330301284793,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2928,11
0,0,kv_capacity,1,kv_16000,0.010730769230769259,0.06020348578232989,0,1,0.010730769230769259,0.1797933030128479,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2929,11
0,0,kv_capacity,1,kv_16000,0.011653846153846167,0.05928040885925298,0,1,0.011653846153846167,0.180043303012848,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2930,11
0,0,kv_capacity,1,kv_16000,0.011500000000000031,0.05943425501309912,0,1,0.011500000000000031,0.18029330301284796,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2931,11
0,0,kv_capacity,1,kv_16000,0.01134615384615386,0.05958810116694529,0,1,0.01134615384615386,0.18054330301284793,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2932,11
0,0,kv_capacity,1,kv_16000,0.011192307692307724,0.059741947320791425,0,1,0.011192307692307724,0.1807933030128479,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2933,11
0,0,kv_capacity,1,kv_16000,0.011038461538461553,0.059895793474637596,0,1,0.011038461538461553,0.181043303012848,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2934,11
0,0,kv_capacity,1,kv_16000,0.011320000000000038,0.054586823425293,0,1,0.011320000000000038,0.12574266281127922,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2935,11
0,0,kv_capacity,1,kv_16000,0.01204000000000003,0.05386682342529301,0,1,0.01204000000000003,0.12654266281127913,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2936,11
0,0,kv_capacity,1,kv_16000,0.011880000000000043,0.054026823425293,0,1,0.011880000000000043,0.12734266281127904,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2937,11
0,0,kv_capacity,1,kv_16000,0.011720000000000008,0.05418682342529303,0,1,0.011720000000000008,0.12814266281127928,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2938,11
0,0,kv_capacity,1,kv_16000,0.011560000000000029,0.05434682342529301,0,1,0.011560000000000029,0.1289426628112792,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2939,11
0,0,kv_capacity,1,kv_16000,0.011480000000000032,0.05442682342529301,0,1,0.011480000000000032,0.1297426628112791,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2940,11
0,0,kv_capacity,1,kv_16000,0.011400000000000042,0.054506823425293,0,1,0.011400000000000042,0.13054266281127902,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2941,11
0,0,kv_capacity,1,kv_16000,0.012000000000000025,0.05742850112915043,0,1,0.012000000000000025,0.1611278703689573,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2969,11
0,0,kv_capacity,1,kv_16000,0.011913043478260887,0.05751545765088957,0,1,0.011913043478260887,0.1620278703689576,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2970,11
0,0,kv_capacity,1,kv_16000,0.011826086956521764,0.057602414172628694,0,1,0.011826086956521764,0.1629278703689575,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2971,11
0,0,kv_capacity,1,kv_16000,0.01173913043478262,0.05768937069436784,0,1,0.01173913043478262,0.1638278703689574,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2972,11
0,0,kv_capacity,1,kv_16000,0.011652173913043504,0.057776327216106954,0,1,0.011652173913043504,0.1647278703689573,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2973,11
0,0,kv_capacity,1,kv_16000,0.01156521739130436,0.0578632837378461,0,1,0.01156521739130436,0.1656278703689576,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2974,11
0,0,kv_capacity,1,kv_16000,0.011478260869565243,0.057950240259585215,0,1,0.011478260869565243,0.1665278703689575,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2975,11
0,0,kv_capacity,1,kv_16000,0.0113913043478261,0.05803719678132436,0,1,0.0113913043478261,0.1674278703689574,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2976,11
0,0,kv_capacity,1,kv_16000,0.011304347826086983,0.058124153303063475,0,1,0.011304347826086983,0.1683278703689573,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2977,11
0,0,kv_capacity,1,kv_16000,0.011217391304347839,0.05821110982480262,0,1,0.011217391304347839,0.1692278703689576,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2978,11
0,0,kv_capacity,1,kv_16000,0.011130434782608722,0.058298066346541735,0,1,0.011130434782608722,0.1701278703689575,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2979,11
0,0,kv_capacity,1,kv_16000,0.011043478260869578,0.05838502286828088,0,1,0.011043478260869578,0.1710278703689574,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2980,11
0,0,kv_capacity,1,kv_16000,0.010956521739130455,0.05847197939002,0,1,0.010956521739130455,0.1719278703689573,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2981,11
0,0,kv_capacity,1,kv_16000,0.011826086956521743,0.057602414172628714,0,1,0.011826086956521743,0.17282787036895758,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2982,11
0,0,kv_capacity,1,kv_16000,0.01173913043478262,0.05768937069436784,0,1,0.01173913043478262,0.17372787036895748,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2983,11
0,0,kv_capacity,1,kv_16000,0.011652173913043504,0.057776327216106954,0,1,0.011652173913043504,0.17462787036895738,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2984,11
0,0,kv_capacity,1,kv_16000,0.01156521739130438,0.05786328373784608,0,1,0.01156521739130438,0.17552787036895728,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2985,11
0,0,kv_capacity,1,kv_16000,0.011478260869565222,0.057950240259585235,0,1,0.011478260869565222,0.1764278703689576,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2986,11
0,0,kv_capacity,1,kv_16000,0.0113913043478261,0.05803719678132436,0,1,0.0113913043478261,0.17732787036895747,azure_2023_code,fresh_sensitivity::azure_2023_code::w11::faithful::phase_b_v2::kv_16000::step2987,11
