canonical_scenario_id,mechanism_family,source_scenario_id,replay_verified,n_requests,window_span_s,offered_rate_rps,mean_prompt_tokens,cv_prompt_tokens,mean_predicted_output_tokens,cv_predicted_output_tokens,mean_predicted_total_tokens,mean_slack_s,min_slack_s,frac_tight_slack,priority_cv,n_distinct_request_classes,max_active_sequences,max_kv_tokens,token_footprint_per_kv,concurrency_pressure
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,True,120.0,23.4181494405811,5.081528764770199,700.15,0.9247161953863007,256.09166666666664,0.6891491825720791,956.2416666666667,4.5,0.9999999999999982,0.5,0.8181818181818182,2.0,1.0,200000.0,0.573745,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,True,120.0,34.32212067822013,3.467151727472193,682.1916666666667,0.8833242288856513,275.2583333333333,0.8188226513736644,957.45,4.5,0.9999999999999982,0.5,0.8181818181818182,2.0,1.0,200000.0,0.57447,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,True,120.0,27.17988565712637,4.378237697582038,700.15,0.9247161953863007,257.05,0.7322024472082211,957.2,4.5,0.9999999999999996,0.5,0.8181818181818182,2.0,1.0,200000.0,0.57432,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260816,True,120.0,26.889497562444078,4.4255196559047825,743.2,0.8919206785938936,261.59166666666664,0.7047008076086562,1004.7916666666666,4.5,0.9999999999999982,0.5,0.6666666666666666,2.0,1.0,200000.0,0.602875,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,True,120.0,26.008312141063843,4.575460312632669,639.325,0.8575740579649195,284.4166666666667,0.7219449198250318,923.7416666666667,4.5,0.9999999999999991,0.5,0.6666666666666666,2.0,1.0,200000.0,0.554245,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260816,True,120.0,33.79248157983903,3.5214933747569677,743.2,0.8919206785938936,275.59166666666664,0.7201910473948958,1018.7916666666666,4.5,0.9999999999999996,0.5,0.6666666666666666,2.0,1.0,200000.0,0.611275,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,True,120.0,30.186114915808886,3.94220986476395,639.325,0.8575740579649195,298.93333333333334,0.8360670634480165,938.2583333333333,4.5,1.0,0.5,0.6666666666666666,2.0,1.0,200000.0,0.562955,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,True,120.0,27.31094424463716,4.357227598359845,682.1916666666667,0.8833242288856513,265.69166666666666,0.7510303669671547,947.8833333333333,4.5,0.9999999999999982,0.5,0.6666666666666666,2.0,1.0,200000.0,0.56873,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,True,120.0,23.4181494405811,5.081528764770199,700.15,0.9247161953863007,256.09166666666664,0.6891491825720791,956.2416666666667,4.5,0.9999999999999982,0.5,0.6666666666666666,2.0,1.0,200000.0,0.573745,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,True,120.0,34.32212067822013,3.467151727472193,682.1916666666667,0.8833242288856513,275.2583333333333,0.8188226513736644,957.45,4.5,0.9999999999999982,0.5,0.6666666666666666,2.0,1.0,200000.0,0.57447,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,True,120.0,27.17988565712637,4.378237697582038,700.15,0.9247161953863007,257.05,0.7322024472082211,957.2,4.5,0.9999999999999996,0.5,0.6666666666666666,2.0,1.0,200000.0,0.57432,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,True,120.0,22.752651783606535,5.230159593342014,743.2,0.8919206785938936,261.59166666666664,0.7047008076086562,1004.7916666666666,4.5,0.9999999999999982,0.5,0.0,2.0,1.0,200000.0,0.602875,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,True,120.0,22.00703335013094,5.407362187656791,639.325,0.8575740579649195,284.4166666666667,0.7219449198250318,923.7416666666667,4.5,0.9999999999999982,0.5,0.0,2.0,1.0,200000.0,0.554245,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260816,True,120.0,28.593638259863777,4.1617648974400545,743.2,0.8919206785938936,275.59166666666664,0.7201910473948958,1018.7916666666666,4.5,0.9999999999999982,0.5,0.0,2.0,1.0,200000.0,0.611275,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,True,120.0,25.542097236453674,4.6589752947210314,639.325,0.8575740579649195,298.93333333333334,0.8360670634480165,938.2583333333333,4.5,0.9999999999999996,0.5,0.0,2.0,1.0,200000.0,0.562955,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260816,True,120.0,23.109260514692977,5.149450798061636,682.1916666666667,0.8833242288856513,265.69166666666666,0.7510303669671547,947.8833333333333,4.5,0.9999999999999991,0.5,0.0,2.0,1.0,200000.0,0.56873,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,True,120.0,19.81535721895324,6.005443085637507,700.15,0.9247161953863007,256.09166666666664,0.6891491825720791,956.2416666666667,4.5,0.9999999999999991,0.5,0.0,2.0,1.0,200000.0,0.573745,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,True,120.0,29.041794420032407,4.097542950648957,682.1916666666667,0.8833242288856513,275.2583333333333,0.8188226513736644,957.45,4.5,0.9999999999999996,0.5,0.0,2.0,1.0,200000.0,0.57447,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,True,120.0,22.998364786799243,5.174280915324225,700.15,0.9247161953863007,257.05,0.7322024472082211,957.2,4.5,0.9999999999999982,0.5,0.0,2.0,1.0,200000.0,0.57432,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,True,120.0,22.752651783606535,5.230159593342014,743.2,0.8919206785938936,261.59166666666664,0.7047008076086562,1004.7916666666666,4.5,0.9999999999999982,0.5,0.8181818181818182,2.0,1.0,200000.0,0.602875,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,True,120.0,22.00703335013094,5.407362187656791,639.325,0.8575740579649195,284.4166666666667,0.7219449198250318,923.7416666666667,4.5,0.9999999999999982,0.5,0.8181818181818182,2.0,1.0,200000.0,0.554245,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,True,120.0,28.593638259863777,4.1617648974400545,743.2,0.8919206785938936,275.59166666666664,0.7201910473948958,1018.7916666666666,4.5,0.9999999999999982,0.5,0.8181818181818182,2.0,1.0,200000.0,0.611275,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,True,120.0,25.542097236453674,4.6589752947210314,639.325,0.8575740579649195,298.93333333333334,0.8360670634480165,938.2583333333333,4.5,0.9999999999999996,0.5,0.8181818181818182,2.0,1.0,200000.0,0.562955,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,True,120.0,23.109260514692977,5.149450798061636,682.1916666666667,0.8833242288856513,265.69166666666666,0.7510303669671547,947.8833333333333,4.5,0.9999999999999991,0.5,0.8181818181818182,2.0,1.0,200000.0,0.56873,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,True,120.0,19.81535721895324,6.005443085637507,700.15,0.9247161953863007,256.09166666666664,0.6891491825720791,956.2416666666667,4.5,0.9999999999999991,0.5,0.8181818181818182,2.0,1.0,200000.0,0.573745,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,True,120.0,29.041794420032407,4.097542950648957,682.1916666666667,0.8833242288856513,275.2583333333333,0.8188226513736644,957.45,4.5,0.9999999999999996,0.5,0.8181818181818182,2.0,1.0,200000.0,0.57447,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,True,120.0,22.998364786799243,5.174280915324225,700.15,0.9247161953863007,257.05,0.7322024472082211,957.2,4.5,0.9999999999999982,0.5,0.8181818181818182,2.0,1.0,200000.0,0.57432,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260816,True,120.0,22.752651783606535,5.230159593342014,743.2,0.8919206785938936,261.59166666666664,0.7047008076086562,1004.7916666666666,4.5,0.9999999999999982,0.5,0.6666666666666666,2.0,1.0,200000.0,0.602875,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,True,120.0,22.00703335013094,5.407362187656791,639.325,0.8575740579649195,284.4166666666667,0.7219449198250318,923.7416666666667,4.5,0.9999999999999982,0.5,0.6666666666666666,2.0,1.0,200000.0,0.554245,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,True,120.0,28.593638259863777,4.1617648974400545,743.2,0.8919206785938936,275.59166666666664,0.7201910473948958,1018.7916666666666,4.5,0.9999999999999982,0.5,0.6666666666666666,2.0,1.0,200000.0,0.611275,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,True,120.0,25.542097236453674,4.6589752947210314,639.325,0.8575740579649195,298.93333333333334,0.8360670634480165,938.2583333333333,4.5,0.9999999999999996,0.5,0.6666666666666666,2.0,1.0,200000.0,0.562955,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,True,120.0,23.109260514692977,5.149450798061636,682.1916666666667,0.8833242288856513,265.69166666666666,0.7510303669671547,947.8833333333333,4.5,0.9999999999999991,0.5,0.6666666666666666,2.0,1.0,200000.0,0.56873,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,True,120.0,19.81535721895324,6.005443085637507,700.15,0.9247161953863007,256.09166666666664,0.6891491825720791,956.2416666666667,4.5,0.9999999999999991,0.5,0.6666666666666666,2.0,1.0,200000.0,0.573745,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,True,120.0,29.041794420032407,4.097542950648957,682.1916666666667,0.8833242288856513,275.2583333333333,0.8188226513736644,957.45,4.5,0.9999999999999996,0.5,0.6666666666666666,2.0,1.0,200000.0,0.57447,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,True,120.0,22.998364786799243,5.174280915324225,700.15,0.9247161953863007,257.05,0.7322024472082211,957.2,4.5,0.9999999999999982,0.5,0.6666666666666666,2.0,1.0,200000.0,0.57432,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260816,True,120.0,19.718964879125675,6.034799530779243,743.2,0.8919206785938936,261.59166666666664,0.7047008076086562,1004.7916666666666,4.5,0.9999999999999991,0.5,0.0,2.0,1.0,200000.0,0.602875,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,True,120.0,19.07276223678014,6.239264062680916,639.325,0.8575740579649195,284.4166666666667,0.7219449198250318,923.7416666666667,4.5,0.9999999999999982,0.5,0.0,2.0,1.0,200000.0,0.554245,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260816,True,120.0,24.78115315854862,4.802036420123137,743.2,0.8919206785938936,275.59166666666664,0.7201910473948958,1018.7916666666666,4.5,0.9999999999999991,0.5,0.0,2.0,1.0,200000.0,0.611275,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,True,120.0,22.13648427159319,5.375740724678112,639.325,0.8575740579649195,298.93333333333334,0.8360670634480165,938.2583333333333,4.5,0.9999999999999991,0.5,0.0,2.0,1.0,200000.0,0.562955,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,True,120.0,20.028025779400583,5.941673997763425,682.1916666666667,0.8833242288856513,265.69166666666666,0.7510303669671547,947.8833333333333,4.5,0.9999999999999991,0.5,0.0,2.0,1.0,200000.0,0.56873,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,True,120.0,17.173309589759466,6.92935740650482,700.15,0.9247161953863007,256.09166666666664,0.6891491825720791,956.2416666666667,4.5,0.9999999999999996,0.5,0.0,2.0,1.0,200000.0,0.573745,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,True,120.0,25.16955516402808,4.72793417382572,682.1916666666667,0.8833242288856513,275.2583333333333,0.8188226513736644,957.45,4.5,0.9999999999999999,0.5,0.0,2.0,1.0,200000.0,0.57447,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,True,120.0,19.93191614855934,5.9703241330664145,700.15,0.9247161953863007,257.05,0.7322024472082211,957.2,4.5,0.9999999999999982,0.5,0.0,2.0,1.0,200000.0,0.57432,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,True,120.0,19.718964879125675,6.034799530779243,743.2,0.8919206785938936,261.59166666666664,0.7047008076086562,1004.7916666666666,4.5,0.9999999999999991,0.5,0.8181818181818182,2.0,1.0,200000.0,0.602875,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,True,120.0,19.07276223678014,6.239264062680916,639.325,0.8575740579649195,284.4166666666667,0.7219449198250318,923.7416666666667,4.5,0.9999999999999982,0.5,0.8181818181818182,2.0,1.0,200000.0,0.554245,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,True,120.0,24.78115315854862,4.802036420123137,743.2,0.8919206785938936,275.59166666666664,0.7201910473948958,1018.7916666666666,4.5,0.9999999999999991,0.5,0.8181818181818182,2.0,1.0,200000.0,0.611275,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,True,120.0,22.13648427159319,5.375740724678112,639.325,0.8575740579649195,298.93333333333334,0.8360670634480165,938.2583333333333,4.5,0.9999999999999991,0.5,0.8181818181818182,2.0,1.0,200000.0,0.562955,120.0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,True,120.0,20.028025779400583,5.941673997763425,682.1916666666667,0.8833242288856513,265.69166666666666,0.7510303669671547,947.8833333333333,4.5,0.9999999999999991,0.5,0.8181818181818182,2.0,1.0,200000.0,0.56873,120.0
