canonical_scenario_id,mechanism_family,anwg__chunked_prefill_small,anwg__estimated_service_time_first,anwg__full_prefill,anwg__kv_constrained_online,anwg__least_laxity_first,anwg__weighted_fair_share,source__chunked_prefill_small,source__estimated_service_time_first,source__full_prefill,source__kv_constrained_online,source__least_laxity_first,source__weighted_fair_share,n_anchors_populated
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.5,0.7121212121212122,0.5,0.7515151515151515,0.759090909090909,0.7696969696969697,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.12121212121212122,0.4696969696969697,0.12121212121212122,0.5833333333333334,0.5212121212121212,0.5545454545454546,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.19696969696969696,0.9727272727272728,0.19696969696969696,0.9681818181818181,0.1787878787878788,0.9727272727272728,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.15454545454545454,0.9727272727272728,0.15454545454545454,0.8106060606060606,0.12272727272727273,0.9727272727272728,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.2727272727272727,0.9787878787878788,0.2727272727272727,0.9227272727272727,0.3621212121212121,0.9787878787878788,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.2878787878787879,0.9863636363636363,0.2878787878787879,0.946969696969697,0.25303030303030305,0.9863636363636363,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.2361111111111111,0.5416666666666666,0.2361111111111111,0.48055555555555557,0.5416666666666666,0.5861111111111111,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.18611111111111112,0.4305555555555556,0.18611111111111112,0.5333333333333333,0.44722222222222224,0.5444444444444444,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.5416666666666666,0.7361111111111112,0.5416666666666666,0.7833333333333333,0.7666666666666667,0.7611111111111111,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.19444444444444445,0.5138888888888888,0.19444444444444445,0.5888888888888889,0.525,0.5722222222222222,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.2638888888888889,0.9638888888888889,0.2638888888888889,0.9694444444444444,0.24444444444444444,0.9638888888888889,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.21388888888888888,0.95,0.21388888888888888,0.8055555555555556,0.18333333333333332,0.9361111111111111,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.3333333333333333,0.975,0.3333333333333333,0.9277777777777778,0.41388888888888886,0.975,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.3472222222222222,0.975,0.3472222222222222,0.9444444444444444,0.3111111111111111,0.975,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.3333333333333333,0.6583333333333333,0.3333333333333333,0.55,0.2916666666666667,0.6833333333333333,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.375,0.6083333333333333,0.375,0.5583333333333333,0.25,0.625,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.6666666666666666,0.7416666666666667,0.6666666666666666,0.8333333333333334,0.7583333333333333,0.7416666666666667,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.5083333333333333,0.6666666666666666,0.5083333333333333,0.48333333333333334,0.26666666666666666,0.7083333333333334,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.49166666666666664,0.8583333333333333,0.49166666666666664,0.8083333333333333,0.48333333333333334,0.8083333333333333,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.3416666666666667,0.7916666666666666,0.3416666666666667,0.75,0.39166666666666666,0.7333333333333333,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.4666666666666667,0.85,0.4666666666666667,0.8416666666666667,0.48333333333333334,0.8,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.49166666666666664,0.85,0.49166666666666664,0.7666666666666667,0.44166666666666665,0.7666666666666667,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.11515151515151516,0.3787878787878788,0.11515151515151516,0.3893939393939394,0.4348484848484849,0.503030303030303,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.09545454545454546,0.2878787878787879,0.09545454545454546,0.3984848484848485,0.37272727272727274,0.45606060606060606,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.3939393939393939,0.5303030303030303,0.3939393939393939,0.746969696969697,0.7106060606060606,0.6924242424242424,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.10606060606060606,0.3939393939393939,0.10606060606060606,0.3621212121212121,0.3893939393939394,0.4696969696969697,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.18484848484848485,0.9606060606060606,0.18484848484848485,0.8424242424242424,0.14242424242424243,0.9606060606060606,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.11666666666666667,0.9621212121212122,0.11666666666666667,0.8454545454545455,0.09848484848484848,0.946969696969697,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.09848484848484848,0.9454545454545454,0.09848484848484848,0.8484848484848485,0.18333333333333332,0.9454545454545454,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.23939393939393938,0.9590909090909091,0.23939393939393938,0.8484848484848485,0.1484848484848485,0.9590909090909091,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.15555555555555556,0.4305555555555556,0.15555555555555556,0.42777777777777776,0.4083333333333333,0.5638888888888889,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.14722222222222223,0.3472222222222222,0.14722222222222223,0.3861111111111111,0.35,0.41944444444444445,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.4444444444444444,0.5694444444444444,0.4444444444444444,0.7583333333333333,0.7194444444444444,0.7305555555555555,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.18055555555555555,0.4444444444444444,0.18055555555555555,0.4,0.36666666666666664,0.49722222222222223,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.24166666666666667,0.9416666666666667,0.24166666666666667,0.8361111111111111,0.20555555555555555,0.9138888888888889,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.15833333333333333,0.9305555555555556,0.15833333333333333,0.8277777777777777,0.1527777777777778,0.9027777777777778,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.16666666666666666,0.9277777777777778,0.16666666666666666,0.8472222222222222,0.2388888888888889,0.9277777777777778,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.2861111111111111,0.9388888888888889,0.2861111111111111,0.8333333333333334,0.20277777777777778,0.8972222222222223,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.2833333333333333,0.625,0.2833333333333333,0.5,0.225,0.5833333333333334,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.26666666666666666,0.5916666666666667,0.26666666666666666,0.475,0.16666666666666666,0.575,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.5333333333333333,0.7333333333333333,0.5333333333333333,0.7333333333333333,0.5,0.6916666666666667,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.39166666666666666,0.625,0.39166666666666666,0.55,0.16666666666666666,0.65,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,0.3333333333333333,0.8083333333333333,0.3333333333333333,0.6583333333333333,0.4083333333333333,0.7416666666666667,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,0.275,0.7666666666666667,0.275,0.7,0.35,0.7166666666666667,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,STEP2_CROSS_FAMILY_EVALUATION,SOURCE_NATIVE,6
