prefill_size_class,decode_occupancy,slo_regime,offered_load,n_seeds_observed,winner_set_agree,best_policy_agree,structural_winner_set_agree,structural_best_policy_agree,winner_sets,best_policies,structural_winner_sets,structural_best_policies,sign_agree_full_prefill__chunked_prefill_small,sign_agree_full_prefill__chunked_prefill_large,sign_agree_full_prefill__decode_priority_chunked,sign_agree_chunked_prefill_small__decode_priority_chunked,sign_agree_chunked_prefill_large__decode_priority_chunked,sign_agree_chunked_prefill_small__chunked_prefill_large
long,medium,tbt_tight,moderate,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked,chunked_prefill_small|decode_priority_chunked;chunked_prefill_small|decode_priority_chunked,chunked_prefill_small|decode_priority_chunked;chunked_prefill_small|decode_priority_chunked,True,True,True,True,True,True
long,medium,ttft_tight,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
long,medium,ttft_tight,moderate,2,False,False,False,False,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,False,True,False,True,False,False
medium,high,balanced,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,high,balanced,moderate,2,False,False,False,False,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,True,True,True,True,True,True
medium,high,tbt_tight,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,high,tbt_tight,moderate,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,high,ttft_tight,high,2,False,False,False,False,chunked_prefill_large|full_prefill;full_prefill,chunked_prefill_large|full_prefill;full_prefill,chunked_prefill_large|full_prefill;full_prefill,chunked_prefill_large|full_prefill;full_prefill,True,True,True,True,True,True
medium,high,ttft_tight,moderate,2,True,True,True,True,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,False,True,False,True,False,False
medium,low,balanced,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,low,balanced,moderate,2,False,False,False,False,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,False,True,False,True,False,False
medium,low,tbt_tight,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,low,tbt_tight,moderate,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,low,ttft_tight,high,2,True,True,True,True,full_prefill;full_prefill,full_prefill;full_prefill,full_prefill;full_prefill,full_prefill;full_prefill,True,True,True,True,True,True
medium,low,ttft_tight,moderate,2,True,True,True,True,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,True,True,True,True,True,True
medium,medium,balanced,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,medium,balanced,moderate,2,False,False,False,False,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|full_prefill,False,True,False,True,False,False
medium,medium,tbt_tight,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,medium,tbt_tight,moderate,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
medium,medium,ttft_tight,high,2,False,False,False,False,chunked_prefill_large|full_prefill;full_prefill,chunked_prefill_large|full_prefill;full_prefill,chunked_prefill_large|full_prefill;full_prefill,chunked_prefill_large|full_prefill;full_prefill,True,False,True,True,True,True
medium,medium,ttft_tight,moderate,2,True,True,True,True,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,True,True,True,True,True,True
mixed,high,balanced,high,2,True,True,True,True,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,True,True,True,True,True,True
mixed,high,balanced,moderate,2,False,False,False,False,chunked_prefill_large|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,False,True,False,True,False,False
mixed,high,tbt_tight,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
mixed,high,tbt_tight,moderate,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
mixed,high,ttft_tight,high,2,False,False,False,False,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_small|decode_priority_chunked;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_small|decode_priority_chunked;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
mixed,high,ttft_tight,moderate,2,False,False,False,False,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_small|decode_priority_chunked;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_small|decode_priority_chunked;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,False,True,False,True,False,False
mixed,low,balanced,high,2,True,True,True,True,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,True,True,True,True,True,True
mixed,low,balanced,moderate,2,False,False,False,False,chunked_prefill_large|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,False,True,False,True,False,False
mixed,low,tbt_tight,high,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
mixed,low,tbt_tight,moderate,2,True,True,True,True,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,True,True,True,True,True,True
mixed,low,ttft_tight,high,2,False,False,False,False,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_small|decode_priority_chunked;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_small|decode_priority_chunked;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,False,True,False,True,False,False
mixed,low,ttft_tight,moderate,2,False,False,False,False,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,adaptive_prefill_control|chunked_prefill_small|decode_priority_chunked;adaptive_prefill_control|chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_small|decode_priority_chunked;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,chunked_prefill_small|decode_priority_chunked;chunked_prefill_large|chunked_prefill_small|decode_priority_chunked|full_prefill,False,True,False,True,False,False
mixed,medium,balanced,high,2,True,True,True,True,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,chunked_prefill_large|full_prefill;chunked_prefill_large|full_prefill,True,True,True,True,True,True
